figure	panel	asset_path	source_file	source_kind	generated_by	command	input_data	result_run_dir	run_id	caption_role	asset_status	not_regenerated_reason	local_provenance_path	citation_or_uri	notes
Figure3	3D-3F	figures/Figure3/panel_3DEF_gemcitabine_normalized_dose_response_fits.png	Results/in-vitro/drug_response/runs/20260630T_promoted_panels_standard_drug_response/figures/gemcitabine_normalized_dose_response_fits.png	generated_panel	Manager.sh	materialize_figure_assets.py	Results/in-vitro/drug_response/runs/20260630T_promoted_panels_standard_drug_response/figures/gemcitabine_normalized_dose_response_fits.png	Results/in-vitro/drug_response/runs/20260630T_promoted_panels_standard_drug_response	20260630T_promoted_panels_standard	Gemcitabine normalized dose-response fits	generated				.
Figure3	3H	figures/Figure3/panel_3H_gemcitabine_absolute_auc_vs_ploidy_mean.png	Results/in-vitro/drug_response/runs/20260630T_promoted_panels_standard_drug_response/figures/gemcitabine_absolute_auc_vs_ploidy_mean.png	generated_panel	Manager.sh	materialize_figure_assets.py	Results/in-vitro/drug_response/runs/20260630T_promoted_panels_standard_drug_response/figures/gemcitabine_absolute_auc_vs_ploidy_mean.png	Results/in-vitro/drug_response/runs/20260630T_promoted_panels_standard_drug_response	20260630T_promoted_panels_standard	Absolute AUC versus mean ploidy source plot	generated				.
