collection_id	collection_label	pathway_id	pathway_label	ranking_id	pval	padj	log2err	ES	NES	size	direction	nPermSimple	retry_round	leading_edge_genes	model_id
H	Hallmark	HALLMARK_MYC_TARGETS_V1	Myc Targets V1	primary_adjacent_state	1.41236787655029e-73	7.06183938275144e-72	2.24321898944966	-0.755720483908206	-4.50977555413684	200	negative	10000	0	MCM5;PCNA;MCM6;KPNB1;TFDP1;DUT;TYMS;SNRPG;LSM7;SRM;MCM7;NDUFAB1;MCM2;PPM1G;SRSF2;MCM4;USP1;RANBP1;PSMA4;TXNL4A;NOP56;NME1;SNRPD1;H2AZ1;PSMA7;SET;PHB2;HSPE1;SNRPD3;RFC4;PRDX4;GLO1;NHP2;EIF1AX;CDC45;SSBP1;NAP1L1;ABCE1;RAN;PSMB2;MRPL9;PA2G4;ERH;XRCC6;SRSF7;PHB1;PSMA1;HPRT1;C1QBP;CTPS1;UBE2L3;PSMA2;HSP90AB1;SNRPD2;SERBP1;COX5A;PTGES3;VDAC3;SNRPA;CCT2;CDK4;SLC25A3;PRDX3;LSM2;FBL;SRSF3;DEK;EIF4A1;EIF2S2;NPM1;POLE3;EIF4E;TUFM;VDAC1;HNRNPR;CCT7;CCT3;PSMB3;PSMD8;HNRNPD;TRIM28;NOLC1;SRPK1;GNL3;EEF1B2;PCBP1;HDAC2;PSMD3;PSMD1;SSB;TOMM70;CYC1;RPS10;AIMP2;PPIA;XPO1;RRP9;APEX1;SRSF1;EIF2S1;HSPD1;EPRS1;G3BP1;SNRPA1;RPL18;RNPS1;PSMA6;POLD2;HDDC2;PSMC4;SYNCRIP;RPS3;CCT5;RRM1;PABPC4;RPS5;EIF3D;SF3B3;ACP1;RSL1D1;CCT4;PSMD7;NOP16;DDX18;EIF3J;CDK2;RPL22;SNRPB2;RPL6;CBX3;PRPS2;CLNS1A;PSMC6;DDX21;PWP1;COPS5;U2AF1;CUL1;RPS6;AP3S1;CAD;RACK1	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Oxidative Phosphorylation	primary_adjacent_state	2.3868144070659e-58	5.96703601766474e-57	1.99397243506636	-0.698484642985111	-4.16821964595162	200	negative	10000	0	UQCR10;BAX;NDUFAB1;MRPL11;UQCRFS1;MRPS15;MPC1;ATP5F1D;MRPL34;TIMM8B;CYCS;ATP5MC1;NDUFA6;ATP5MC3;NDUFS8;LDHB;MRPL15;SLC25A11;PHB2;ATP5PF;TIMM9;FXN;NDUFB2;POLR2F;NDUFC2;COX7B;HSD17B10;TOMM22;ATP5ME;MRPS12;NDUFA4;TIMM13;NDUFS6;COX5A;VDAC3;ATP5MF;SLC25A3;PRDX3;COX15;SUCLG1;ATP5MG;UQCRB;ISCU;NDUFA1;ATP5F1B;MRPL35;UQCRH;IMMT;NDUFS3;VDAC1;SLC25A5;SDHA;TIMM10;ATP5F1C;ATP5F1A;COX5B;NDUFA8;NDUFS7;ATP5PO;ATP6V0B;ATP5F1E;TIMM50;NDUFB8;TOMM70;CYC1;SDHD;NDUFB7;ECI1;FDX1;CPT1A;PDHA1;VDAC2;ATP5PB;COX11;NDUFA9;CYB5R3;GRPEL1;HCCS;AFG3L2;COX4I1;UQCR11;ATP6V1F;ECHS1;NDUFB3;NDUFV2;OXA1L;NDUFB1;NDUFC1;FH;SDHB;SLC25A6;ATP6AP1;DLAT;PDHB;UQCRC2;HSPA9;NDUFB4;ACAT1;ETFB;IDH1;COX7C;NDUFA5;IDH3G;UQCRQ;ALAS1;ACAA1;COX10;CS;NDUFA7;MRPS30;NDUFA2;MRPS11;ETFA;DLD;COX7A2;ATP6V0E1;MDH2;CYB5A;PMPCA;GPX4;COX6C;MTX2;NDUFV1;ATP1B1;NDUFB6;COX8A;TCIRG1;COX6B1;ATP6V1E1;OGDH;TIMM17A;ACAA2;COX17;SLC25A12;COX7A2L;SURF1;UQCRC1;MDH1;RETSAT;ATP6V0C	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_E2F_TARGETS	E2f Targets	primary_adjacent_state	2.01939724587466e-52	3.36566207645777e-51	1.88726445046568	-0.67047220438969	-4.00105491576451	200	negative	10000	0	POLD3;MCM5;PCNA;MCM6;LIG1;MCM3;UNG;DUT;POLE;MCM7;GINS3;POLA2;MCM2;DONSON;SRSF2;SLBP;TCF19;CDC25A;MMS22L;CNOT9;RAD51C;MCM4;USP1;RANBP1;TIPIN;NOP56;UBE2T;NME1;RAD51AP1;GINS1;HELLS;RFC2;ATAD2;H2AZ1;PRDX4;MSH2;SNRPB;CSE1L;NAP1L1;RAN;DSCC1;SMC6;SMC3;BRCA1;PA2G4;H2AX;NASP;CCNE1;RFC3;XRCC6;DNMT1;CTPS1;PRKDC;BARD1;CDK4;RRM2;RPA1;DCK;SSRP1;DEK;LYAR;E2F8;SMC1A;BRCA2;DCTPP1;POP7;RPA2;TMPO;HMGA1;HNRNPD;CHEK2;NOLC1;CENPM;ORC6;DCLRE1B;DDX39A;MELK;TUBB;EED;POLD1;RAD1;PSIP1;PSMC3IP;PAICS;POLE4;IPO7;XPO1;ASF1B;SRSF1;EIF2S1;CCP110;RPA3;POLD2;LUC7L3;SYNCRIP;MYBL2;TBRG4;NUP107;PNN;PHF5A;MLH1;ZW10;CDC25B;PDS5B;EZH2;TUBG1;PRIM2;CHEK1;TIMELESS;RBBP7;RFC1;SUV39H1;RAD50;AK2;NAA38;LMNB1;CTCF;CBX5;PLK4;PPM1D;NBN;UBR7;HUS1;PRPS1;SHMT1;TP53;GSPT1;KIF18B	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_DNA_REPAIR	Dna Repair	primary_adjacent_state	5.37364994969967e-26	6.71706243712459e-25	1.31888879607587	-0.573092572771421	-3.33234858607536	148	negative	10000	0	POLD3;PCNA;FEN1;LIG1;DUT;SAC3D1;TYMS;POLA2;CDA;RAD51;NME1;ADRM1;PRIM1;RFC2;PNP;RFC4;POLR1H;POLR2F;ITPA;RFC3;POLR2I;HPRT1;GTF2H5;RFC5;DGCR8;POLR2J;CSTF3;NUDT9;SSRP1;CCNO;POLA1;RPA2;NFX1;UMPS;ALYREF;ZWINT;EDF1;NT5C3A;GTF3C5;AK3;NME4;POLD1;APRT;DDB2;POLE4;GUK1;RPA3;DAD1;SUPT4H1;SNAPC5;POLR2E;NELFCD;NELFE;POLR2K;SF3A3;NME3;TARBP2;CANT1;RBX1;POLR2G;TAF9;SMAD5;POLR2H;MRPL40;DGUOK;GPX4;NT5C;POLH;TP53;BCAP31;ERCC4;POLR2D;DCTN4;COX17;CLP1;RAE1;SURF1;NCBP2;IMPDH2;TAF6	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_MTORC1_SIGNALING	Mtorc1 Signaling	primary_adjacent_state	2.68273987773276e-25	2.68273987773276e-24	1.30309315086572	-0.501611056478938	-2.99515167387113	197	negative	10000	0	UNG;MCM2;CDC25A;MCM4;PSMA4;SQLE;ATP5MC1;PNP;TOMM40;PRDX1;SLC1A5;GSR;HSPE1;ELOVL6;PSME3;PSAT1;SLC37A4;GMPS;HPRT1;TMEM97;HMBS;PSMB5;DHFR;EBP;CCT6A;RRM2;RPA1;CACYBP;EIF2S2;QDPR;DHCR24;SDF2L1;HMGCR;IMMT;UCHL5;PSMA3;PITPNB;DDX39A;POLR3G;EEF1E1;ACLY;PPA1;PPIA;RRP9;HSPD1;PSMG1;CYP51A1;EPRS1;PDAP1;PSMD12;NMT1;ARPC5L;TXNRD1;SCD;ACTR3;NFYC;PSMC4;RPN1;SEC11A;LDLR;RDH11;SSR1;SKAP2;STIP1;IFI30;TUBG1;HSPA9;DHCR7;G6PD;FADS1;IDH1;PSMC6;ME1;TRIB3;COPS5;NUFIP1;FADS2;ACACA;PSMD13;SRD5A1;HSPA4;WARS1;INSIG1;CYB5B;SORD;NUP205;HMGCS1;CORO1A;IDI1;UBE2D3;PSMC2;ACTR2;CD9	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_G2M_CHECKPOINT	G2m Checkpoint	primary_adjacent_state	4.93524184473251e-25	4.11270153727709e-24	1.29512308741004	-0.496496796641217	-2.95488816394526	198	negative	10000	0	MCM5;MCM6;KPNB1;CHAF1A;MCM3;GINS2;RBL1;TFDP1;POLE;CCND1;POLA2;MCM2;E2F1;SRSF2;CDC25A;NSD2;SQLE;SNRPD1;H2AZ1;EXO1;CDC6;CDC45;H2AX;NASP;BARD1;CDK4;DKC1;TNPO2;FANCC;SRSF10;POLQ;SMC1A;BRCA2;RPA2;CDC7;TMPO;HMGA1;CASP8AP2;HNRNPD;NOLC1;STIL;ORC5;ORC6;DDX39A;RAD54L;FBXO5;E2F2;E2F3;DTYMK;LIG3;XPO1;SRSF1;G3BP1;AMD1;CUL5;SYNCRIP;MYBL2;CDC25B;PDS5B;EZH2;PRIM2;CHEK1;NCL;MAPK14;ATF5;MEIS2;HSPA8;UCK2;SUV39H1;PAFAH1B1;LMNB1;CTCF;CUL1;PLK4;MTF2;E2F4	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_MYC_TARGETS_V2	Myc Targets V2	primary_adjacent_state	4.26926707891048e-20	3.04947648493606e-19	1.16017957183021	-0.73705041058665	-3.64174912423357	58	negative	10000	0	MCM5;UNG;SRM;MRTO4;MCM4;NOP56;SLC19A1;HSPE1;PA2G4;PHB1;TMEM97;RABEPK;IMP4;CDK4;EXOSC5;NPM1;DCTPP1;UTP20;NDUFAF4;NOLC1;GNL3;LAS1L;AIMP2;FARSA;RRP9;HSPD1;TCOF1;TBRG4;PPAN;NOC4L;NIP7;PUS1;WDR43;NOP16;DDX18;BYSL;CBX3;PLK4;IPO4;GRWD1;SORD;MPHOSPH10	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_ADIPOGENESIS	Adipogenesis	primary_adjacent_state	2.33562927041178e-15	1.45976829400736e-14	1.00731795687447	-0.409401197733024	-2.44951941187793	191	negative	10000	0	UQCR10;NDUFAB1;SAMM50;SLC1A5;MRPL15;SLC19A1;ELOVL6;CHCHD10;COX7B;REEP5;SOD1;PRDX3;RAB34;SUCLG1;TALDO1;JAGN1;PREB;QDPR;RTN3;IMMT;NDUFS3;COQ9;SLC25A10;ATP5PO;DNAJC15;ACLY;SLC5A6;CYC1;NDUFB7;GHITM;SLC25A1;MYLK;GRPEL1;MTCH2;PEMT;GPHN;NMT1;UQCR11;ECHS1;SDHB;ESRRA;GPAT4;TKT;DHRS7B;CMBL;DLAT;DHCR7;ETFB;IDH1;PEX14;ATP1B3;RMDN3;ATL2;NDUFA5;IDH3G;UQCRQ;AK2;CS;ME1;DRAM2;DLD;NKIRAS1;MDH2;GPX4;ELMOD3;DHRS7;ITSN1;SLC66A3;COQ3;COX8A;SCARB1;DDT;RNF11;ACAA2;STAT5A;PTCD3;CMPK1;ACADS;CD151;CHUK;UQCRC1;PPARG;RETSAT;FAH;GPAM	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Fatty Acid Metabolism	primary_adjacent_state	4.11494040220044e-14	2.28607800122247e-13	0.965327754226083	-0.446947636706122	-2.60008190619322	138	negative	10000	0	ACAT2;H2AZ1;ADSL;HSD17B10;CBR1;NSDHL;SUCLG1;DHCR24;RAP1GDS1;GRHPR;SDHA;MIX23;HSDL2;PCBD1;ACOT8;PRDX6;NTHL1;SDHD;YWHAH;ECI1;CPT1A;PDHA1;APEX1;UROD;SMS;HCCS;CBR3;S100A10;ECHS1;FH;RDH11;HSP90AA1;UROS;ERP29;PDHB;NCAPH2;ECI2;IDH1;IDH3G;ACAA1;ME1;DLD;MDH2;NBN;BCKDHB;METAP1;HMGCS1;CRYZ;IDI1;ACOT2;ACAA2;PTPRG;ACADS;FASN;SUCLG2;MDH1;ALDH9A1;CA2;RETSAT;PSME1;ALAD	initial_ploidy_adjusted_grch_human_only_v3
H	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	primary_adjacent_state	1.09855447221772e-13	5.49277236108861e-13	0.954541630725724	-0.490843281227942	-2.73556470436575	110	negative	10000	0	EIF4EBP1;NOP56;BANF1;NHP2;PSAT1;EXOSC4;H2AX;EXOSC9;DKC1;EXOSC5;EIF4A1;NPM1;PREB;EIF4E;LSM4;NOLC1;EXOC2;SPCS1;CEBPG;EEF2;EIF4G1;RRP9;EIF2S1;YIF1A;GOSR2;SEC11A;KHSRP;POP4;SSR1;SDAD1;DDX10;HSPA9;SRPRB;EIF4A3;TARS1;EXOSC1;GEMIN4;NFYA;EXOSC2;LSM1;SPCS3;PDIA5;EDC4;CXXC1;WFS1;EXOSC10;RPS14;ATP6V0D1;SRPRA	initial_ploidy_adjusted_grch_human_only_v3
