page_index	cancer_type	metric	metric_label	abs_pearson_r_threshold	barplot_order	drug	pearson_r	abs_pearson_r	group	plot_color	page_tsv_file	response_direction_note
9	DLBC	Z_SCORE	GDSC Z-score	0.185	1	BEN	-0.65045465121494	0.65045465121494	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	2	5-AZACYTIDINE	-0.637767506278164	0.637767506278164	Epigenetics and transcription	#FFEB00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	3	N27922-53-1	-0.635405127135427	0.635405127135427	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	4	TOPOTECAN	-0.623121576239737	0.623121576239737	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	5	N-ACETYL CYSTEINE	-0.614234638687313	0.614234638687313	Metabolism	#00FF4E	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	6	FLUDARABINE	-0.587326284516479	0.587326284516479	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	7	BPD-00008900	-0.582268184316915	0.582268184316915	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	8	MYCOPHENOLIC ACID	-0.580769399130603	0.580769399130603	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	9	MIM1	-0.549534636145998	0.549534636145998	Apoptosis regulation	#FF0000	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
9	DLBC	Z_SCORE	GDSC Z-score	0.185	10	LMP744	-0.509645026050495	0.509645026050495	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_09_DLBC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
