page_index	cancer_type	metric	metric_label	abs_pearson_r_threshold	barplot_order	drug	pearson_r	abs_pearson_r	group	plot_color	page_tsv_file	response_direction_note
15	HNSC	Z_SCORE	GDSC Z-score	0.185	1	BOSUTINIB	-0.468400340858228	0.468400340858228	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	2	THR-101	-0.463478856144154	0.463478856144154	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	3	DIHYDROROTENONE	-0.390018637867979	0.390018637867979	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	4	ERK_6604	-0.346171968544662	0.346171968544662	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	5	PD173074	-0.32230567156158	0.32230567156158	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	6	BMS-536924	-0.318482598859146	0.318482598859146	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	7	SB590885	-0.316577767396976	0.316577767396976	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	8	NVP-ADW742	-0.31367061047011	0.31367061047011	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	9	AMG-319	-0.302600242482518	0.302600242482518	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	10	GSK2276186C	-0.292014234369178	0.292014234369178	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	11	AZD8186	-0.279834236891192	0.279834236891192	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	12	OSI-027	-0.255449522209764	0.255449522209764	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	13	SELUMETINIB	-0.249644405084248	0.249644405084248	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	14	TAF1_5496	-0.249324052648633	0.249324052648633	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	15	MK-8776	-0.249303574788256	0.249303574788256	Cell cycle and mitosis	#FF7600	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	16	JQ1	-0.244136452837027	0.244136452837027	Epigenetics and transcription	#FFEB00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	17	POMHEX	-0.23896398469897	0.23896398469897	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
15	HNSC	Z_SCORE	GDSC Z-score	0.185	18	NU7441	-0.235120815637454	0.235120815637454	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_15_HNSC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
