page_index	cancer_type	metric	metric_label	abs_pearson_r_threshold	barplot_order	drug	pearson_r	abs_pearson_r	group	plot_color	page_tsv_file	response_direction_note
6	KIRC	Z_SCORE	GDSC Z-score	0.185	1	ULK1_4989	-0.805672236439664	0.805672236439664	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	2	ENTINOSTAT	-0.737633461598821	0.737633461598821	Epigenetics and transcription	#FFEB00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	3	AZD5363	-0.726799205457289	0.726799205457289	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	4	GSK2256098C	-0.668915869278117	0.668915869278117	Cell cycle and mitosis	#FF7600	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	5	AFURESERTIB	-0.656794138953144	0.656794138953144	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	6	GSK2110183B	-0.646261542625263	0.646261542625263	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	7	UMI-77	-0.623350644768034	0.623350644768034	Apoptosis regulation	#FF0000	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	8	OF-1	-0.618185853040573	0.618185853040573	Epigenetics and transcription	#FFEB00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	9	BEN	-0.61667439873933	0.61667439873933	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	10	ROMIDEPSIN	-0.615163933201393	0.615163933201393	Epigenetics and transcription	#FFEB00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	11	MIM1	-0.608587427794031	0.608587427794031	Apoptosis regulation	#FF0000	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	12	TANESPIMYCIN	-0.599225901311308	0.599225901311308	Protein stability and degradation	#004EFF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	13	TAF1_5496	-0.598352065741478	0.598352065741478	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	14	VENETOCLAX	-0.582222866120882	0.582222866120882	Apoptosis regulation	#FF0000	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
6	KIRC	Z_SCORE	GDSC Z-score	0.185	15	N-ACETYL CYSTEINE	-0.580275219317245	0.580275219317245	Metabolism	#00FF4E	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_06_KIRC.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
