gene,gene_symbol,contrast_id,fitted_log_expr_difference,average_expression,t_statistic,p_value,fdr,B,model_id
GRCh38-ENSG00000253181,ENSG00000253181,primary_adjacent_state,1.0978467116497557,0.005048393030066601,6.0027140464841,7.777609636389114e-9,1.216429702434965e-4,9.771406581366861,ETP_reference_balanced_threshold_2_24
GRCh38-POLD3,POLD3,primary_adjacent_state,-0.5303064751938052,6.153442556915712,-5.955696306698476,9.973780214547108e-9,1.216429702434965e-4,9.500008688368593,ETP_reference_balanced_threshold_2_24
GRCh38-NUP93-DT,NUP93-DT,primary_adjacent_state,0.9799084409248572,0.26040517888498055,5.909440113360514,1.272221286142091e-8,1.216429702434965e-4,9.33192010433027,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000248100,ENSG00000248100,primary_adjacent_state,0.9207472011046032,0.06737293169443861,5.856028723388733,1.6823590380125372e-8,1.216429702434965e-4,9.062535045434448,ETP_reference_balanced_threshold_2_24
GRCh38-XK,XK,primary_adjacent_state,0.9350088224019653,0.07701617444410992,5.764077386338217,2.7106479994194564e-8,1.5003168993167948e-4,8.628835202966894,ETP_reference_balanced_threshold_2_24
GRCh38-LINC00222,LINC00222,primary_adjacent_state,0.9185418710554442,-0.043639830707596625,5.725927309562878,3.298813922146465e-8,1.5003168993167948e-4,8.442425205151025,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000286379,ENSG00000286379,primary_adjacent_state,0.9047043585486615,-0.03086104582764941,5.701111645255459,3.7464785311452446e-8,1.5003168993167948e-4,8.323012392620157,ETP_reference_balanced_threshold_2_24
GRCh38-MCM10,MCM10,primary_adjacent_state,-0.7064401970656777,5.026488441596902,-5.686567434182138,4.149967220294018e-8,1.5003168993167948e-4,8.208518792563897,ETP_reference_balanced_threshold_2_24
GRCh38-ANXA9,ANXA9,primary_adjacent_state,0.9084585409953869,-0.021631033599659455,5.657186675930036,4.688541110278175e-8,1.5066887332385043e-4,8.113331898447719,ETP_reference_balanced_threshold_2_24
GRCm39-Polr2m,Polr2m,primary_adjacent_state,0.9190092603231234,0.4279584057322777,5.631871740360862,5.332635457564408e-8,1.542304827036778e-4,8.027739140347112,ETP_reference_balanced_threshold_2_24
GRCh38-DARS1-AS1,DARS1-AS1,primary_adjacent_state,0.8607125240384752,1.7278647481469471,5.581931673457799,6.866158458692465e-8,1.8053003176573043e-4,7.829429471855696,ETP_reference_balanced_threshold_2_24
GRCh38-PTGER3,PTGER3,primary_adjacent_state,0.9594859496415594,0.2237019984197656,5.516932793056663,9.518302582838006e-8,1.99373870560105e-4,7.476142545720108,ETP_reference_balanced_threshold_2_24
GRCh38-MCM5,MCM5,primary_adjacent_state,-0.522421784636044,5.271456957142108,-5.5095923473262625,9.874270632430013e-8,1.99373870560105e-4,7.352252403662952,ETP_reference_balanced_threshold_2_24
GRCh38-PCNA,PCNA,primary_adjacent_state,-0.5292840955288045,7.133606966009918,-5.509796433609554,1.0161298636361745e-7,1.99373870560105e-4,7.1780809482382395,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287402,ENSG00000287402,primary_adjacent_state,0.9092094992020515,-0.02229694570680263,5.490246650141396,1.0875711938994892e-7,1.99373870560105e-4,7.343630943556547,ETP_reference_balanced_threshold_2_24
GRCh38-TILRLS,TILRLS,primary_adjacent_state,0.8509295841692726,-0.05641861558754389,5.487428729228821,1.1029603516221838e-7,1.99373870560105e-4,7.32948262295696,ETP_reference_balanced_threshold_2_24
GRCm39-Etv1,Etv1,primary_adjacent_state,0.8786506215623063,0.0516570457900698,5.456587018964249,1.2858875460803725e-7,2.0126296396520525e-4,7.199880671619125,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000290117,ENSG00000290117,primary_adjacent_state,0.9690160132463259,0.5808854795954317,5.441688690038881,1.3845234757655832e-7,2.0126296396520525e-4,7.146880230798582,ETP_reference_balanced_threshold_2_24
GRCm39-Pmpcb,Pmpcb,primary_adjacent_state,0.903117594082576,0.08207760852229393,5.441169406904801,1.388091071025409e-7,2.0126296396520525e-4,7.127461531138324,ETP_reference_balanced_threshold_2_24
GRCh38-INHBC,INHBC,primary_adjacent_state,0.9114027847115086,0.031672617561724965,5.440636175975433,1.3917638058585524e-7,2.0126296396520525e-4,7.121956452075178,ETP_reference_balanced_threshold_2_24
GRCh38-KPNB1,KPNB1,primary_adjacent_state,-0.26097700884041253,8.07452741219631,-5.398210440730777,1.7163869713165248e-7,2.0966149138115225e-4,6.573543952360184,ETP_reference_balanced_threshold_2_24
GRCm39-Cdc25b,Cdc25b,primary_adjacent_state,0.8285492651412578,0.0355518628903335,5.390783644869279,1.780335170254305e-7,2.0966149138115225e-4,6.894784174968786,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000289990,ENSG00000289990,primary_adjacent_state,0.8370110661664014,-0.15229594731547513,5.384689608855834,1.8345342822992867e-7,2.0966149138115225e-4,6.860100753649138,ETP_reference_balanced_threshold_2_24
GRCh38-LIG1,LIG1,primary_adjacent_state,-0.4616476080138562,5.485359629007019,-5.381799292742243,1.8607982950798884e-7,2.0966149138115225e-4,6.738775903288921,ETP_reference_balanced_threshold_2_24
GRCh38-GMNN,GMNN,primary_adjacent_state,-0.40580203920980806,6.44779290823222,-5.379938062469481,1.877904401996796e-7,2.0966149138115225e-4,6.643888535576266,ETP_reference_balanced_threshold_2_24
GRCm39-Rfx3,Rfx3,primary_adjacent_state,0.921674062686523,0.18288191851876853,5.379193186926276,1.8847931595014032e-7,2.0966149138115225e-4,6.856201926252386,ETP_reference_balanced_threshold_2_24
GRCh38-FEN1,FEN1,primary_adjacent_state,-0.4815016434677771,6.084366697793026,-5.349520792879808,2.1801331247233368e-7,2.2682399398147443e-4,6.535355658745932,ETP_reference_balanced_threshold_2_24
GRCh38-GRTP1-AS1,GRTP1-AS1,primary_adjacent_state,0.9339363831020593,-0.016312760806216287,5.3480459852374604,2.1959310668284645e-7,2.2682399398147443e-4,6.699665523183312,ETP_reference_balanced_threshold_2_24
GRCm39-Ap4b1,Ap4b1,primary_adjacent_state,0.8450520167228036,0.019280350075949533,5.340099369867755,2.2829895833708317e-7,2.2768491286293514e-4,6.665793439603588,ETP_reference_balanced_threshold_2_24
GRCm39-2210408F21Rik,2210408F21Rik,primary_adjacent_state,0.9259144310273237,0.1863186017356854,5.3228720652816035,2.48340474941856e-7,2.299484746845029e-4,6.595592447924385,ETP_reference_balanced_threshold_2_24
GRCh38-MCM3,MCM3,primary_adjacent_state,-0.46257312038654463,6.411787101628882,-5.320233945522888,2.5155687718999765e-7,2.299484746845029e-4,6.358177296267557,ETP_reference_balanced_threshold_2_24
GRCh38-ARHGEF2-AS2,ARHGEF2-AS2,primary_adjacent_state,0.8847788240860356,0.04663991408326745,5.317912594749129,2.5442055147998383e-7,2.299484746845029e-4,6.565237970120121,ETP_reference_balanced_threshold_2_24
GRCh38-LINC02054,LINC02054,primary_adjacent_state,0.875197505169967,-0.07593106954483866,5.298220802725601,2.800221341536599e-7,2.454181867876409e-4,6.475199206006461,ETP_reference_balanced_threshold_2_24
GRCh38-MCM6,MCM6,primary_adjacent_state,-0.5417063685557896,5.269486880333924,-5.289615148942375,2.9198134850900647e-7,2.4837307534051424e-4,6.309857441960793,ETP_reference_balanced_threshold_2_24
GRCm39-4933433G15Rik,4933433G15Rik,primary_adjacent_state,0.8492404086775187,-0.006025432892418512,5.278925457088566,3.075295712557417e-7,2.5412486456738746e-4,6.392793708102563,ETP_reference_balanced_threshold_2_24
GRCh38-VSIG10,VSIG10,primary_adjacent_state,-0.5950233493091409,4.103048498248985,-5.264013062502966,3.3057093528954093e-7,2.6557701640122507e-4,6.296548297656177,ETP_reference_balanced_threshold_2_24
GRCh38-LINC02050,LINC02050,primary_adjacent_state,0.9219439340611291,0.07631734143680273,5.251079613902422,3.5190615387335476e-7,2.7340486719064675e-4,6.270143572974484,ETP_reference_balanced_threshold_2_24
GRCh38-ANKK1,ANKK1,primary_adjacent_state,0.838692298216438,-0.02110481884900207,5.246820318759607,3.5922083373364834e-7,2.7340486719064675e-4,6.249285344546396,ETP_reference_balanced_threshold_2_24
GRCh38-LINC02986,LINC02986,primary_adjacent_state,0.836734671216711,-0.030917090545169775,5.230698119271649,3.882697679907314e-7,2.8793687768789575e-4,6.177617658774378,ETP_reference_balanced_threshold_2_24
GRCh38-LNP1,LNP1,primary_adjacent_state,0.8041515348499108,2.465356015942864,5.222931829531278,4.03065251624516e-7,2.8801776059548384e-4,6.16526924765604,ETP_reference_balanced_threshold_2_24
GRCh38-CHAF1A,CHAF1A,primary_adjacent_state,-0.46597227996183044,5.747488358728389,-5.219585156718422,4.0960849937738725e-7,2.8801776059548384e-4,5.9547680777122665,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000286577,ENSG00000286577,primary_adjacent_state,0.9151119604836586,0.17131756095191725,5.215241941661888,4.1825412990147025e-7,2.8801776059548384e-4,6.117092636850771,ETP_reference_balanced_threshold_2_24
GRCh38-LILRA6,LILRA6,primary_adjacent_state,0.8214175537350618,-0.05517044401222273,5.20089904692045,4.4808279720044554e-7,2.9474069308999223e-4,6.045629111685894,ETP_reference_balanced_threshold_2_24
GRCm39-5830416I19Rik,5830416I19Rik,primary_adjacent_state,0.7999257574208838,0.08830123572646542,5.200752112826484,4.4839881391188915e-7,2.9474069308999223e-4,6.051478828819064,ETP_reference_balanced_threshold_2_24
GRCm39-Tsnax,Tsnax,primary_adjacent_state,0.8316575181965447,0.0026783645849138525,5.18960659978355,4.7301130079949373e-7,3.040096187049546e-4,5.998022758136662,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287170,ENSG00000287170,primary_adjacent_state,0.8193174296968353,0.02626580594482341,5.182811610355976,4.886549838303469e-7,3.0723650961611505e-4,5.969219782415719,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287238,ENSG00000287238,primary_adjacent_state,0.8131117854448536,-0.08818363967412825,5.151366506205278,5.678335620788376e-7,3.3998671818220513e-4,5.828729608192305,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000273445,ENSG00000273445,primary_adjacent_state,0.9536020309515526,0.008641480175131947,5.148098750273718,5.767426599019492e-7,3.3998671818220513e-4,5.816168330028218,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000232286,ENSG00000232286,primary_adjacent_state,0.8312268182915804,0.0014301930095928267,5.140132010122804,5.990351636104628e-7,3.3998671818220513e-4,5.783938594517245,ETP_reference_balanced_threshold_2_24
GRCh38-ADRA2B,ADRA2B,primary_adjacent_state,0.8417719640423839,0.029814578596780848,5.137670556692213,6.060902918981629e-7,3.3998671818220513e-4,5.773754364240387,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000257359,ENSG00000257359,primary_adjacent_state,0.8612280070216807,-0.047658773392691055,5.135459908958523,6.124952233102201e-7,3.3998671818220513e-4,5.762481548525745,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287214,ENSG00000287214,primary_adjacent_state,0.8560801047823912,-0.008908293437232553,5.132744347054679,6.204529769782831e-7,3.3998671818220513e-4,5.748627042820102,ETP_reference_balanced_threshold_2_24
GRCh38-HYI-AS1,HYI-AS1,primary_adjacent_state,0.8480005477926927,-0.03205317268545011,5.129547886127045,6.299485515687154e-7,3.3998671818220513e-4,5.733451199098164,ETP_reference_balanced_threshold_2_24
GRCh38-CD247,CD247,primary_adjacent_state,0.8550459412786012,0.10305805707592018,5.124713712036117,6.445776038168596e-7,3.3998671818220513e-4,5.718636655336234,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000260710,ENSG00000260710,primary_adjacent_state,0.8004550472629461,0.05578627367229182,5.121251167890144,6.552578989204372e-7,3.3998671818220513e-4,5.701005100461297,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000227388,ENSG00000227388,primary_adjacent_state,0.8214758468249898,-0.06617484256619117,5.120276004394686,6.58296667526571e-7,3.3998671818220513e-4,5.693932286277166,ETP_reference_balanced_threshold_2_24
GRCh38-RHOD,RHOD,primary_adjacent_state,0.8604863745178232,0.18168178516296923,5.1033904571141315,7.131344950500255e-7,3.5671325837065293e-4,5.629290710074931,ETP_reference_balanced_threshold_2_24
GRCh38-TOMM20L,TOMM20L,primary_adjacent_state,0.8446335309627203,-0.04713255864203366,5.102734876011506,7.153505630833923e-7,3.5671325837065293e-4,5.619053896442097,ETP_reference_balanced_threshold_2_24
GRCm39-Sprtn,Sprtn,primary_adjacent_state,0.8234119714489881,-0.05292588765310679,5.098118870387795,7.311442775194897e-7,3.5840940329523186e-4,5.60007899287859,ETP_reference_balanced_threshold_2_24
GRCh38-SMIM41,SMIM41,primary_adjacent_state,0.8346220570419817,0.08662890229882624,5.077805665569972,8.047573397885932e-7,3.8791986302276157e-4,5.512426085849736,ETP_reference_balanced_threshold_2_24
GRCh38-GBX1,GBX1,primary_adjacent_state,0.8241164652819377,-0.11854285022268192,5.073971798721261,8.194350464606232e-7,3.885196789136745e-4,5.493552185249127,ETP_reference_balanced_threshold_2_24
GRCh38-THBS4-AS1,THBS4-AS1,primary_adjacent_state,0.8618771618038561,-0.004777261317097515,5.06101125377885,8.710005425628885e-7,3.947774927248716e-4,5.43909492993167,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287459,ENSG00000287459,primary_adjacent_state,0.8420614211418516,-0.06841939892530702,5.060515618334317,8.730336909112199e-7,3.947774927248716e-4,5.436587345780839,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000244358,ENSG00000244358,primary_adjacent_state,0.9693427023587701,0.3138072523660118,5.060072613423294,8.748548365461644e-7,3.947774927248716e-4,5.441863301229056,ETP_reference_balanced_threshold_2_24
GRCh38-ZNF252P-AS1,ZNF252P-AS1,primary_adjacent_state,0.8003206624861051,0.0049229209440296495,5.057085157707656,8.872324537416726e-7,3.947774927248716e-4,5.422101230576203,ETP_reference_balanced_threshold_2_24
GRCh38-ALPK3,ALPK3,primary_adjacent_state,1.0120549669611276,0.77482087618493,5.0505811269855,9.162975817401178e-7,3.977275986221959e-4,5.409841657837306,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000288025,ENSG00000288025,primary_adjacent_state,0.9358842182561008,0.5478494531428094,5.049051354104967,9.213660572466332e-7,3.977275986221959e-4,5.397549023759001,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000241593,ENSG00000241593,primary_adjacent_state,0.787905346059047,-0.023931634676295707,5.0417154390723224,9.536438171085423e-7,4.013816585869978e-4,5.355094688639993,ETP_reference_balanced_threshold_2_24
GRCh38-LINC02828,LINC02828,primary_adjacent_state,0.9233704919355329,0.7709018249355872,5.040835776321279,9.57587111627925e-7,4.013816585869978e-4,5.36556821383091,ETP_reference_balanced_threshold_2_24
GRCm39-Cwc22,Cwc22,primary_adjacent_state,0.7539574150149109,0.12423716377322412,5.0219864998315975,1.045981891291374e-6,4.3026413786614106e-4,5.2767405156405305,ETP_reference_balanced_threshold_2_24
GRCh38-CLSPN,CLSPN,primary_adjacent_state,-0.5474739519869932,6.354762448088813,-5.026260012933126,1.0562462412176204e-6,4.3026413786614106e-4,4.991799084056034,ETP_reference_balanced_threshold_2_24
GRCh38-LGR6,LGR6,primary_adjacent_state,0.9707579872311134,1.970165965541696,5.020436076662327,1.0827964212276713e-6,4.349533068714821e-4,5.253643409135552,ETP_reference_balanced_threshold_2_24
GRCh38-WFDC5,WFDC5,primary_adjacent_state,0.8717456690787992,0.02588667504771914,5.007322112242616,1.1201700313599806e-6,4.4380215954785423e-4,5.211603160014301,ETP_reference_balanced_threshold_2_24
GRCh38-TEKTIP1,TEKTIP1,primary_adjacent_state,0.8568151317388697,0.37307934338401827,5.003593908467041,1.1398292311742905e-6,4.454883922165247e-4,5.200276480455949,ETP_reference_balanced_threshold_2_24
GRCh38-RDH10-AS1,RDH10-AS1,primary_adjacent_state,0.8799908282013207,0.2809093210646893,4.9793417880505295,1.276116392782321e-6,4.921045108273372e-4,5.097802721133279,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000285018,ENSG00000285018,primary_adjacent_state,0.8798372604324974,0.2128546116731504,4.963325539292591,1.37463624065223e-6,5.168396703113937e-4,5.0250644378310945,ETP_reference_balanced_threshold_2_24
GRCh38-FGF9,FGF9,primary_adjacent_state,0.7843430415782565,-0.0979398666527758,4.961354927594642,1.387255155407744e-6,5.168396703113937e-4,5.012572251151576,ETP_reference_balanced_threshold_2_24
GRCh38-SSBP4,SSBP4,primary_adjacent_state,-0.349171602305224,5.960297863031575,-4.960328927597106,1.3938695209283145e-6,5.168396703113937e-4,4.76536691560576,ETP_reference_balanced_threshold_2_24
GRCh38-EID2,EID2,primary_adjacent_state,-0.46531357525219247,4.388647679442284,-4.9572587129450625,1.4138453151983451e-6,5.176105595717283e-4,4.892017876795343,ETP_reference_balanced_threshold_2_24
GRCh38-LINC01665,LINC01665,primary_adjacent_state,0.7607613365236794,0.2860719285512719,4.950627798073965,1.457938233331038e-6,5.270811198050035e-4,4.974981057894597,ETP_reference_balanced_threshold_2_24
GRCh38-TBR1,TBR1,primary_adjacent_state,0.7971626199530308,-0.014645577730785378,4.942634254697556,1.5128632828752778e-6,5.340771432021111e-4,4.9343715680214135,ETP_reference_balanced_threshold_2_24
GRCm39-Amz1,Amz1,primary_adjacent_state,0.7625669159265033,0.006641262552488036,4.940436628898909,1.5283111913709768e-6,5.340771432021111e-4,4.924551754703689,ETP_reference_balanced_threshold_2_24
GRCh38-AK5,AK5,primary_adjacent_state,0.87687989960912,0.2524332763405377,4.939710691408294,1.5334475313436427e-6,5.340771432021111e-4,4.928065613134228,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000273151,ENSG00000273151,primary_adjacent_state,0.8270512471112619,0.07214143912564176,4.937226066956018,1.551154139719844e-6,5.340771432021111e-4,4.913824996737986,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287938,ENSG00000287938,primary_adjacent_state,0.790988595542021,-0.12224926483734905,4.931076307892456,1.595835407311747e-6,5.429970782384747e-4,4.884792694597876,ETP_reference_balanced_threshold_2_24
GRCh38-GTPBP3,GTPBP3,primary_adjacent_state,-0.51172290595218906,3.7784671977803423,-4.926950383570328,1.6265078759521005e-6,5.461418117678502e-4,4.804026277350657,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000289446,ENSG00000289446,primary_adjacent_state,0.7981544712156398,-0.022823160457460235,4.924783531893037,1.6428441194869984e-6,5.461418117678502e-4,4.85984249560418,ETP_reference_balanced_threshold_2_24
GRCh38-NTSR1,NTSR1,primary_adjacent_state,0.8484619648519744,0.13202246598642703,4.918086639255128,1.6943428974342339e-6,5.568611963590104e-4,4.832974547895042,ETP_reference_balanced_threshold_2_24
GRCh38-LINC02988,LINC02988,primary_adjacent_state,0.8255128296702531,0.11147417854927823,4.912839006599001,1.7357850480359484e-6,5.640716310033225e-4,4.810790863314963,ETP_reference_balanced_threshold_2_24
GRCh38-DAND5,DAND5,primary_adjacent_state,0.9643794491090416,0.4657639855285573,4.897540844536367,1.86227307888552e-6,5.919924651829928e-4,4.752761919146279,ETP_reference_balanced_threshold_2_24
GRCh38-TAFA3,TAFA3,primary_adjacent_state,0.8257233798613725,0.14056472130512845,4.897497783951335,1.862641391731289e-6,5.919924651829928e-4,4.748409170481585,ETP_reference_balanced_threshold_2_24
GRCh38-BRINP1,BRINP1,primary_adjacent_state,0.80458945226238,0.13756163449979397,4.884973713300566,1.972808568702522e-6,6.1549692785579e-4,4.696333251702699,ETP_reference_balanced_threshold_2_24
GRCh38-DISC1-IT1,DISC1-IT1,primary_adjacent_state,0.7944998333707807,-0.016183976921239056,4.884272644550821,1.9791582287043936e-6,6.1549692785579e-4,4.690551344929084,ETP_reference_balanced_threshold_2_24
GRCh38-FREM3,FREM3,primary_adjacent_state,0.8098011054800944,-0.06829550122482266,4.876694636684569,2.049066838733896e-6,6.249719394373099e-4,4.655715626152977,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287223,ENSG00000287223,primary_adjacent_state,0.8156838109302744,0.048454545470765394,4.876292423119827,2.052843311200624e-6,6.249719394373099e-4,4.657371394690024,ETP_reference_balanced_threshold_2_24
GRCm39-Tia1,Tia1,primary_adjacent_state,0.8422135790384864,0.17406603160639542,4.869265477507894,2.1199169866087366e-6,6.33092291692719e-4,4.6292651923562005,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000258752,ENSG00000258752,primary_adjacent_state,0.8004174173578539,-0.02052255938082408,4.868917241786845,2.1232954945783054e-6,6.33092291692719e-4,4.6251684610475055,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000263494,ENSG00000263494,primary_adjacent_state,0.8306946846731187,0.13233109386093336,4.866352429301875,2.148339619360375e-6,6.340232497055179e-4,4.6168625174317945,ETP_reference_balanced_threshold_2_24
GRCm39-Lrrc15,Lrrc15,primary_adjacent_state,0.7213277178675883,0.07223772890468123,4.859608176759479,2.2155643522002e-6,6.472581029730725e-4,4.587948707898816,ETP_reference_balanced_threshold_2_24
GRCm39-Msrb3,Msrb3,primary_adjacent_state,0.8194468617408294,0.16537803378506435,4.854286066499133,2.2700447612215626e-6,6.565423458405004e-4,4.568042255531752,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000290123,ENSG00000290123,primary_adjacent_state,0.9712079695968743,0.3255129765161869,4.840342822472157,2.418987903318006e-6,6.926927538590433e-4,4.511044142846128,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000267481,ENSG00000267481,primary_adjacent_state,0.7589314325088575,-0.02742436261073272,4.834722425806637,2.4816590939413865e-6,6.937205088573553e-4,4.482670673454657,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000290421,ENSG00000290421,primary_adjacent_state,0.8736702749636069,0.2759157399694693,4.834141586097327,2.488224591445976e-6,6.937205088573553e-4,4.48585772485778,ETP_reference_balanced_threshold_2_24
GRCh38-STAP1,STAP1,primary_adjacent_state,0.8058987620786666,-0.022033350649832504,4.833584733366452,2.4945347113327207e-6,6.937205088573553e-4,4.477595839413784,ETP_reference_balanced_threshold_2_24
GRCh38-MLIP-AS1,MLIP-AS1,primary_adjacent_state,0.8139641227777504,0.06007494775513692,4.8271802548092975,2.568229541450386e-6,7.074127123602674e-4,4.452834415054966,ETP_reference_balanced_threshold_2_24
GRCh38-GSTM2,GSTM2,primary_adjacent_state,0.8237534704792158,0.2762331542243899,4.824206996827244,2.6031529707776798e-6,7.102678322720006e-4,4.4440858284171885,ETP_reference_balanced_threshold_2_24
GRCm39-Heatr5a,Heatr5a,primary_adjacent_state,0.8120386973345544,0.1303002241820478,4.819364032066134,2.6610222437764153e-6,7.189804084040695e-4,4.4220906618256866,ETP_reference_balanced_threshold_2_24
GRCh38-MMP25,MMP25,primary_adjacent_state,0.9144800421176046,0.46226722597431336,4.817058657847528,2.689004256260959e-6,7.189804084040695e-4,4.4151898002998236,ETP_reference_balanced_threshold_2_24
GRCh38-LINC01087,LINC01087,primary_adjacent_state,0.7332693506392269,-0.052869842935586366,4.8153714802662275,2.709662696772131e-6,7.189804084040695e-4,4.402124248210929,ETP_reference_balanced_threshold_2_24
GRCm39-Socs6,Socs6,primary_adjacent_state,0.7380022470920411,0.08807751250953418,4.806396719277218,2.8221561238135942e-6,7.369463261498875e-4,4.367679090649818,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000224794,ENSG00000224794,primary_adjacent_state,0.8565138778188305,0.2709236077498107,4.803638556465244,2.857625177515524e-6,7.369463261498875e-4,4.357450973974232,ETP_reference_balanced_threshold_2_24
GRCh38-SCN2B,SCN2B,primary_adjacent_state,0.7185617291163445,0.32366910485089456,4.801981220319093,2.8791446621515606e-6,7.369463261498875e-4,4.354498413088969,ETP_reference_balanced_threshold_2_24
GRCm39-Arhgef12,Arhgef12,primary_adjacent_state,0.7152115708509663,0.29712478916155316,4.801969777316091,2.8792937851786633e-6,7.369463261498875e-4,4.352714035380419,ETP_reference_balanced_threshold_2_24
GRCh38-LINC00482,LINC00482,primary_adjacent_state,0.8104426262068708,0.08483657136662365,4.797391020855458,2.9395658425210025e-6,7.434013824410093e-4,4.330975969846282,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000281920,ENSG00000281920,primary_adjacent_state,0.8250368642934898,0.10581088357946937,4.796164159259762,2.9559214086410367e-6,7.434013824410093e-4,4.324373077414772,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000275236,ENSG00000275236,primary_adjacent_state,0.801843359640251,0.18380431397881888,4.7942258156965885,2.9819411704710272e-6,7.43480194244509e-4,4.318551377517576,ETP_reference_balanced_threshold_2_24
GRCh38-GRIK5,GRIK5,primary_adjacent_state,0.8844002006294849,0.6829842023826755,4.7887722254982,3.056340815191524e-6,7.549660562399137e-4,4.299746924066421,ETP_reference_balanced_threshold_2_24
GRCm39-Adpgk,Adpgk,primary_adjacent_state,0.7812526725978016,0.10204842424728218,4.785525437553795,3.1014825065109177e-6,7.549660562399137e-4,4.280695237152252,ETP_reference_balanced_threshold_2_24
GRCh38-ACKR1,ACKR1,primary_adjacent_state,0.7788237106996418,0.3706978615202144,4.782950782245801,3.1377362599235475e-6,7.549660562399137e-4,4.274835146743676,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000264456,ENSG00000264456,primary_adjacent_state,0.746705044170185,-0.033883603728949274,4.7820473080302,3.1505548198111633e-6,7.549660562399137e-4,4.264873916454862,ETP_reference_balanced_threshold_2_24
GRCh38-CELA2B,CELA2B,primary_adjacent_state,0.8160409793343874,-0.03700064717137519,4.781487264432803,3.158526132529893e-6,7.549660562399137e-4,4.262372049340341,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000235575,ENSG00000235575,primary_adjacent_state,0.7551788929834535,-0.070859697358429,4.773926163340122,3.268071105520177e-6,7.692598099358162e-4,4.230805001044295,ETP_reference_balanced_threshold_2_24
GRCh38-HCG22,HCG22,primary_adjacent_state,0.7773790825481139,-0.04509457725908461,4.772135950253836,3.2945397601759726e-6,7.692598099358162e-4,4.224439499525818,ETP_reference_balanced_threshold_2_24
GRCh38-UNG,UNG,primary_adjacent_state,-0.6730676513162009,3.6782044762348147,-4.772404282430316,3.3077792553043996e-6,7.692598099358162e-4,4.1270303111382445,ETP_reference_balanced_threshold_2_24
GRCh38-C17orf98,C17orf98,primary_adjacent_state,0.7791067135793858,0.01156210448025096,4.768755443303269,3.3450867469371064e-6,7.692598099358162e-4,4.211784717435487,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287859,ENSG00000287859,primary_adjacent_state,0.7400734416154984,-0.079479842196796,4.766985617620661,3.371847812360076e-6,7.692598099358162e-4,4.203343245826591,ETP_reference_balanced_threshold_2_24
GRCm39-Pdgfrb,Pdgfrb,primary_adjacent_state,0.754652651679598,0.09057385566017662,4.766586394638057,3.377912864319503e-6,7.692598099358162e-4,4.204345099047137,ETP_reference_balanced_threshold_2_24
GRCh38-SLC29A1,SLC29A1,primary_adjacent_state,-0.5521738083644144,4.709887175009279,-4.761572899634699,3.4549809226766302e-6,7.80663736294168e-4,4.0260278082693635,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000290695,ENSG00000290695,primary_adjacent_state,0.7591885679995216,-0.01813830566522245,4.759142808318147,3.492944657541405e-6,7.831236076388567e-4,4.17148360954272,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000234699,ENSG00000234699,primary_adjacent_state,0.7788745667897643,0.09406658359461323,4.749199426612688,3.6525209247695903e-6,8.08131416597945e-4,4.133140228361016,ETP_reference_balanced_threshold_2_24
GRCh38-DPPA2,DPPA2,primary_adjacent_state,0.7498674938606211,-0.09603544628553239,4.748721240487795,3.6603698075627822e-6,8.08131416597945e-4,4.127897819291986,ETP_reference_balanced_threshold_2_24
