cancer_type	direction	drug	correlation_value	category_label	primary_anticancer_class
OV	high_ploidy_sensitive	UNC0379	0.322257746563534	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	BUPARLISIB	0.309999849856205	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	NU7441	0.30480479005142	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	BOSUTINIB	0.301440195242904	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	AZD7762	0.301180954096627	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	PFI3	0.299742136345177	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	LESTAURTINIB	0.297978038705598	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	LENALIDOMIDE	0.287493878443022	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	LMB_AB3	0.281592216135243	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	MG-132	0.280729510203712	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
OV	high_ploidy_sensitive	AZD4547	0.27610177623517	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	WEE1 INHIBITOR	0.274797891357317	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	CISPLATIN	0.263127018144908	Chemotherapy agents	Alkylating agents
OV	high_ploidy_sensitive	REFAMETINIB	0.256525233313799	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	XAV939	0.252672600072958	WNT/HH pathway inhibitors	WNT-pathway modulators
OV	high_ploidy_sensitive	PLX-4720	0.251070632867949	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	741909	0.247628122481342	Other	Other
OV	high_ploidy_sensitive	AZD5363	0.245646475931228	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	AZD3759	0.240600761969002	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	PBD-288	0.237140841088682	Chemotherapy agents	Alkylating agents
OV	high_ploidy_sensitive	BDILV000379A	0.232141968489899	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	743380	0.231029901085963	Other	Other
OV	high_ploidy_sensitive	IPATASERTIB	0.22944923546443	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	A-366	0.223468735752643	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	BMS-536924	0.223322142223694	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	GW441756	0.221495754107758	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	MITOXANTRONE	0.219839939440681	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	IWP-2	0.217923165056219	WNT/HH pathway inhibitors	WNT-pathway modulators
OV	high_ploidy_sensitive	BLEOMYCIN (50 UM)	0.215219167550191	Chemotherapy agents	Tumor antibiotics
OV	high_ploidy_sensitive	GSK2110183B	0.214632718956926	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	VISMODEGIB	0.214276344776167	WNT/HH pathway inhibitors	Hedgehog pathway inhibitors
OV	high_ploidy_sensitive	LJI308	0.21383155108049	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	OSI-027	0.213602941833925	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	N29087-69-1	0.212263677356734	Other	Other
OV	high_ploidy_sensitive	TELOMERASE INHIBITOR IX	0.209427225894995	Other	Other
OV	high_ploidy_sensitive	AZD6738	0.206625424770713	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	CYCLOPHOSPHAMIDE	0.204909404711329	Chemotherapy agents	Alkylating agents
OV	high_ploidy_sensitive	JQ1	0.2035188333647	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	AFURESERTIB	0.198042406972213	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	BEN	0.197387929556481	Other	Other
OV	high_ploidy_sensitive	EHT-1864	0.191539567749562	Other	Other
OV	high_ploidy_sensitive	MOTESANIB	0.185715395302563	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	VENETOCLAX	0.183788282245591	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	VELIPARIB	0.181420168203394	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	DORAMAPIMOD	0.181088559894285	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	123138	0.178249578819552	Other	Other
OV	high_ploidy_sensitive	CEDIRANIB	0.17653637093827	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	LGK974	0.172382921223237	WNT/HH pathway inhibitors	WNT-pathway modulators
OV	high_ploidy_sensitive	LCL161	0.170395306176106	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	MN-64	0.168574716819418	WNT/HH pathway inhibitors	WNT-pathway modulators
OV	high_ploidy_sensitive	GSK2276186C	0.1664615397032	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	VE-822	0.162921489834164	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	PALBOCICLIB	0.160513012303223	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	PEVONEDISTAT	0.159947537465595	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	L-OXONORELEAGNINE	0.15820589497961	Other	Other
OV	high_ploidy_sensitive	GSK2256098C	0.156930755077791	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	THR-101	0.156559639863451	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	VORINOSTAT	0.155457375839186	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	PAK_5339	0.155240952390429	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	AGK2	0.15275009577469	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	IRINOTECAN	0.152494064961385	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	CAMPTOTHECIN	0.151929815225739	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	GSK591	0.149556465284034	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	AVAGACESTAT	0.148065617678087	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	AXITINIB	0.146287482936194	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	UPROSERTIB	0.146265667639151	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	EPZ004777	0.144763700228389	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	GDC0810	0.144757494515216	Hormone therapy	Hormone therapy
OV	high_ploidy_sensitive	SN-38	0.143137532129189	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	PD0325901	0.142910952429399	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	N30652-18-1	0.141103399519267	Other	Other
OV	high_ploidy_sensitive	GSK2830371	0.135686004967236	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	BORTEZOMIB	0.13274725383484	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
OV	high_ploidy_sensitive	AZD5582	0.130613200298879	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	TALAZOPARIB	0.129260167142256	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	OLAPARIB	0.128690526263917	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	VTP-A	0.127026878622207	Other	Other
OV	high_ploidy_sensitive	TRAMETINIB	0.125468728098513	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	MYCOPHENOLIC ACID	0.124821426094645	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	AZD1208	0.122973206437544	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	5-FLUOROURACIL	0.122910634703076	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	VE821	0.119771748972679	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	THR-103	0.118048777512681	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	IRAK4_4710	0.117438465623451	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	DACTINOMYCIN	0.115806117461099	Chemotherapy agents	Tumor antibiotics
OV	high_ploidy_sensitive	YK-4-279	0.11492921426263	Other	Other
OV	high_ploidy_sensitive	GSK2578215A	0.11067005213873	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	ZM447439	0.109489528739074	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	ELEPHANTIN	0.106876746843093	Other	Other
OV	high_ploidy_sensitive	METHOTREXATE	0.105863885723525	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	ASCORBATE (VITAMIN C)	0.105078220549612	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	VX-11E	0.104617090850917	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	CRIZOTINIB	0.0995308843717237	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	TEMSIROLIMUS	0.0983439582028098	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	AZD1332	0.0973380686022765	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	DASATINIB	0.0971173312751543	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	LINSITINIB	0.0970816698284013	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	AZ960	0.0964234243749103	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	NUTLIN-3A (-)	0.0954892648876129	p53/MDM2 pathway	p53/MDM2 pathway
OV	high_ploidy_sensitive	PRT062607	0.09457002736901	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	CT7033-2	0.0942443910442297	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	RO-3306	0.092767977695146	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	CCT007093	0.0914711210186422	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	PCI-34051	0.0913161163602938	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	EPZ5676	0.0904508331378848	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	RIBOCICLIB	0.0890652856605693	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	HKMTI-1-005	0.0884303498786791	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	GSK-LSD1	0.0825928334565361	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	PYRIDOSTATIN	0.0823163230667856	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	JAK_8517	0.0821451416984937	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	AT13148	0.0819342437504232	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	50869	0.0812524355069127	Other	Other
OV	high_ploidy_sensitive	STAUROSPORINE	0.0791220477466017	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	DACTOLISIB	0.0756626242253018	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	SABUTOCLAX	0.0733431578689892	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	AMG-319	0.0726400218924976	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	I-BRD9	0.0716603549963842	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	AGI-5198	0.0680963344965719	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	GEMCITABINE	0.0679760465968517	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	OBATOCLAX MESYLATE	0.067019583321839	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	BLEOMYCIN	0.0585814652919006	Chemotherapy agents	Tumor antibiotics
OV	high_ploidy_sensitive	UNC0638	0.0567762450942666	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	SGC0946	0.05530768483496	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	ABT737	0.0547889560915916	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	ENTINOSTAT	0.0547415479649561	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	JNK INHIBITOR VIII	0.0515208214372353	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	SAVOLITINIB	0.0507342159503337	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	PICOLINICI-ACID	0.0483644746420453	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	KU-55933	0.0465258074969451	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	MIRA-1	0.0449821615443864	p53/MDM2 pathway	p53/MDM2 pathway
OV	high_ploidy_sensitive	LY2109761	0.0449367749746289	Other	Other
OV	high_ploidy_sensitive	PRIMA-1MET	0.0393113627850518	p53/MDM2 pathway	p53/MDM2 pathway
OV	high_ploidy_sensitive	150412	0.039195724374558	Other	Other
OV	high_ploidy_sensitive	WNT-C59	0.0389722167531695	WNT/HH pathway inhibitors	WNT-pathway modulators
OV	high_ploidy_sensitive	GSK1904529A	0.0364787975033653	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	GSK3337463A	0.0346083440938687	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	SORAFENIB	0.0311720338313681	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	SCH772984	0.0293103802813974	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	ALISERTIB	0.0280302187261643	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	SEPANTRONIUM BROMIDE	0.0239565663614109	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	ALPHA-LIPOIC ACID	0.0223668755989681	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	SELUMETINIB	0.0222124066137108	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	FORETINIB	0.0219551881579539	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	NVP-ADW742	0.0192843046708753	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	GSK343	0.0190009427011842	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	LMP744	0.0179949969350772	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	CZC24832	0.0172302600808538	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	CYTARABINE	0.0160403059765896	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	I-BET-762	0.0158828484871884	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	CPI-637	0.012283350085994	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	VINORELBINE	0.0122557933348611	Chemotherapy agents	Antimitotic agents
OV	high_ploidy_sensitive	PACLITAXEL	0.0111377973025569	Chemotherapy agents	Antimitotic agents
OV	high_ploidy_sensitive	VINBLASTINE	0.0104243601232224	Chemotherapy agents	Antimitotic agents
OV	high_ploidy_sensitive	NILOTINIB	0.00798111709777923	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	AZD5153	0.0068343688500589	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	BI-2536	0.00650919204565772	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	IAP_5620	0.00596435194009601	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	TOPOTECAN	0.00538205498516966	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	ULIXERTINIB	0.00328910466492463	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	PFI-1	8.43325244891765e-06	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	EPIRUBICIN	-0.000699601638834434	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	SB590885	-0.00413452470014006	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	5-AZACYTIDINE	-0.00621266423490354	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	BDF00022089A	-0.00653334032918806	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	UMI-77	-0.00770948123200779	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	NELARABINE	-0.00774584927010157	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	OXALIPLATIN	-0.00814684167336765	Chemotherapy agents	Alkylating agents
OV	high_ploidy_sensitive	GSK-LSD1-2HCL	-0.0137607783112867	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	ENTOSPLETINIB	-0.0158452086238107	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	RAPAMYCIN	-0.0172420037366981	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	BIBR-1532	-0.0184547738760505	Other	Other
OV	high_ploidy_sensitive	SB216763	-0.0186235928303105	WNT/HH pathway inhibitors	WNT-pathway modulators
OV	high_ploidy_sensitive	VTP-B	-0.0318089002389196	Other	Other
OV	high_ploidy_sensitive	ICL-SIRT078	-0.0327714408997325	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	GSK2606414	-0.0327775255883488	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	ML323	-0.0329934725650834	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	N27922-53-1	-0.0369628918629408	Other	Other
OV	high_ploidy_sensitive	DOCETAXEL	-0.0404164930783954	Chemotherapy agents	Antimitotic agents
OV	high_ploidy_sensitive	FULVESTRANT	-0.0430012775929779	Hormone therapy	Hormone therapy
OV	high_ploidy_sensitive	NAVITOCLAX	-0.0435128468565543	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	POMHEX	-0.0457851353080003	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	TEMOZOLOMIDE	-0.0494395320327987	Chemotherapy agents	Alkylating agents
OV	high_ploidy_sensitive	REMODELIN	-0.0528354003552406	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	729189	-0.0529253255907243	Other	Other
OV	high_ploidy_sensitive	OTX015	-0.0558142790220063	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	RUXOLITINIB	-0.0633330259172458	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	BDP-00009066	-0.0636374580130228	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	BMS-754807	-0.0653210436330891	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	N-ACETYL CYSTEINE	-0.072512567027163	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	TAF1_5496	-0.0805959634027534	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	GSK626616AC	-0.08085562879759	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	OF-1	-0.0817694043015022	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	N25720-51-A1	-0.084968213640125	Other	Other
OV	high_ploidy_sensitive	LUMINESPIB	-0.0870347465518928	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	PODOPHYLLOTOXIN BROMIDE	-0.0914226881691806	Chemotherapy agents	Antimitotic agents
OV	high_ploidy_sensitive	IGF1R_3801	-0.0942913320670731	Kinase inhibitors	Receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	WEHI-539	-0.0949161065775347	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	ZOLEDRONATE	-0.0972654945720744	Other	Other
OV	high_ploidy_sensitive	WZ4003	-0.0984024477345399	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	720427	-0.101027847373217	Other	Other
OV	high_ploidy_sensitive	DABRAFENIB	-0.101728339581142	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	KRAS (G12C) INHIBITOR-12	-0.102000271074984	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	MIRIN	-0.102474675643392	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	GALLIBISCOQUINAZOLE	-0.109755930089329	Other	Other
OV	high_ploidy_sensitive	MIM1	-0.111098596035668	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	NIRAPARIB	-0.114266232606388	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	GSK2830371A	-0.118795254255544	DNA damage repair inhibitors	DNA damage repair inhibitors
OV	high_ploidy_sensitive	BMS-345541	-0.12736468640971	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	DAPORINAD	-0.129132871592414	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	GSK2801	-0.130836088230888	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	SGC-CBP30	-0.131559308077878	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	AGI-6780	-0.134366853991208	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	SCHWEINFURTHIN A	-0.144714220249239	Other	Other
OV	high_ploidy_sensitive	LMB_AB2	-0.1538820719882	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	ERK_2440	-0.155476639350745	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	SINULARIN	-0.159351666736183	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	RVX-208	-0.163212305730257	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	DINACICLIB	-0.167134865071024	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	LMB_AB1	-0.17109865826437	Other	Other
OV	high_ploidy_sensitive	615590	-0.177670468696479	Other	Other
OV	high_ploidy_sensitive	BROMOSPORINE	-0.178184115731244	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	AZD5991	-0.181135439592163	Proapoptotic agents	Proapoptotic agents
OV	high_ploidy_sensitive	ULK1_4989	-0.198442069165885	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	BPD-00008900	-0.206955758358324	Other	Other
OV	high_ploidy_sensitive	BDOCA000347A	-0.219254828397535	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	ACETALAX	-0.224354471582459	Other	Other
OV	high_ploidy_sensitive	ERK_6604	-0.22790528236503	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	AZD2014	-0.228772369596241	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	TANESPIMYCIN	-0.233739458124519	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	VSP34_8731	-0.256711845691302	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
OV	high_ploidy_sensitive	JAK1_8709	-0.262695569952928	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
OV	high_ploidy_sensitive	DACARBAZINE	-0.289516660249747	Chemotherapy agents	Alkylating agents
OV	high_ploidy_sensitive	FLUDARABINE	-0.313587476187831	Chemotherapy agents	Antimetabolites
OV	high_ploidy_sensitive	630600	-0.317851348281565	Other	Other
OV	high_ploidy_sensitive	776928	-0.320260551775425	Other	Other
OV	high_ploidy_sensitive	AZD5438	-0.323360150068435	Kinase inhibitors	Serine/threonine kinase inhibitors
OV	high_ploidy_sensitive	TENIPOSIDE	-0.327446367874668	Chemotherapy agents	Topoisomerase inhibitors
OV	high_ploidy_sensitive	ROMIDEPSIN	-0.350676353611534	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	765771	-0.351956248250635	Other	Other
OV	high_ploidy_sensitive	EG5_9814	-0.355394035331875	Chemotherapy agents	Antimitotic agents
OV	high_ploidy_sensitive	123829	-0.389178850334371	Other	Other
OV	high_ploidy_sensitive	CDK9_5576	-0.442570896066317	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	CDK9_5038	-0.449159111419949	Epigenetic inhibitors	Epigenetic inhibitors
OV	high_ploidy_sensitive	DIHYDROROTENONE	-0.485856426161604	Metabolic/redox agents	Metabolic/redox agents
OV	high_ploidy_sensitive	667880	-0.581629966151596	Other	Other
LUSC	low_ploidy_sensitive	SB590885	-0.721210304006636	Kinase inhibitors	Serine/threonine kinase inhibitors
LUSC	low_ploidy_sensitive	AZD8055	-0.691943379475357	Kinase inhibitors	Serine/threonine kinase inhibitors
LUSC	low_ploidy_sensitive	TALAZOPARIB	-0.682462630201896	DNA damage repair inhibitors	DNA damage repair inhibitors
LUSC	low_ploidy_sensitive	CDK9_5576	-0.630041241818109	Epigenetic inhibitors	Epigenetic inhibitors
LUSC	low_ploidy_sensitive	METHOTREXATE	-0.606288078831472	Chemotherapy agents	Antimetabolites
LUSC	low_ploidy_sensitive	AFATINIB	-0.597132910748332	Kinase inhibitors	Receptor tyrosine kinase inhibitors
LUSC	low_ploidy_sensitive	PALBOCICLIB	-0.595672479820243	Kinase inhibitors	Serine/threonine kinase inhibitors
LUSC	low_ploidy_sensitive	LAPATINIB	-0.592277123073687	Kinase inhibitors	Receptor tyrosine kinase inhibitors
LUSC	low_ploidy_sensitive	ENTINOSTAT	-0.59174897990836	Epigenetic inhibitors	Epigenetic inhibitors
LUSC	low_ploidy_sensitive	TEMSIROLIMUS	-0.579562996164603	Kinase inhibitors	Serine/threonine kinase inhibitors
LUSC	low_ploidy_sensitive	TEMOZOLOMIDE	-0.571629952012521	Chemotherapy agents	Alkylating agents
