"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	571	819	130	"Dead"
"2"	23	585.5	796	329	"Alive"
"3"	24	574.5	792	334	"Alive"
"4"	25	571	793	406	"Alive"
"5"	26	571	788	189	"Alive"
"6"	27	547	780	249	"Dead"
"7"	28	549	774.5	327	"Transitional"
"8"	29	547	745.5	220	"Transitional"
"9"	30	541	744.5	440	"Transitional"
"10"	31	549.5	741	232	"Transitional"
"11"	32	571	721.5	308	"Transitional"
"12"	33	586	720.5	411	"Transitional"
"13"	34	558.5	715.5	115	"Dead"
"14"	35	565.5	709	90	"Dead"
"15"	36	579.5	706	166	"Dead"
"16"	37	589	683.5	122	"Alive"
"17"	38	573	697.5	103	"Alive"
