"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	1221.5	515	367	"Alive"
"2"	26	1239	500	466	"Transitional"
"3"	27	1253	491.5	208	"Transitional"
"4"	28	1236	494	272	"Transitional"
"5"	29	1233	506.5	376	"Transitional"
"6"	30	1226	511	775	"Transitional"
"7"	31	1224.5	513.5	266	"Transitional"
"8"	32	1227	552.5	116	"Transitional"
"9"	33	1228	532	311	"Transitional"
"10"	34	1237.5	545.5	356	"Transitional"
"11"	35	1232	527	360	"Transitional"
"12"	36	1214.5	533.5	321	"Alive"
"13"	37	1195.5	537.5	156	"Alive"
"14"	38	1186	558	185	"Alive"
"15"	39	1186.5	580	160	"Alive"
