"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	194.5	487.5	154	"Dead"
"2"	3	201.5	479	195	"Dead"
"3"	4	197	478	154	"Alive"
"4"	5	180	479.5	155	"Dead"
"5"	6	171.5	500	184	"Alive"
"6"	7	160.5	516	170	"Alive"
"7"	8	147	524	210	"Alive"
"8"	9	136	530	214	"Alive"
"9"	10	142.5	539	217	"Alive"
"10"	11	155	557.5	214	"Alive"
"11"	12	154	582	216	"Alive"
"12"	13	177	599.5	239	"Alive"
"13"	14	196	618	243	"Alive"
"14"	15	197	634	244	"Alive"
"15"	16	194.5	634	262	"Alive"
"16"	17	197.5	636.5	275	"Alive"
"17"	18	206.5	636.5	285	"Alive"
"18"	19	201.5	652.5	315	"Alive"
"19"	20	200	654	341	"Alive"
"20"	21	220.5	659	335	"Alive"
"21"	22	228	659.5	350	"Alive"
"22"	23	241.5	681	740	"Transitional"
"23"	24	223	676.5	215	"Dead"
"24"	25	221.5	651.5	171	"Dead"
"25"	26	229	667	119	"Dead"
"26"	27	255.5	661	228	"Alive"
"27"	28	268	639.5	71	"Transitional"
"28"	29	266.5	640.5	206	"Transitional"
"29"	30	263	642	190	"Transitional"
"30"	31	268	642.5	210	"Alive"
"31"	32	273	643.5	217	"Transitional"
"32"	33	272	654.5	241	"Transitional"
"33"	34	272.5	645.5	217	"Alive"
"34"	35	292	646.5	256	"Transitional"
"35"	36	304	637.5	184	"Transitional"
