"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1143	625.5	104	"Transitional"
"2"	25	1151	633.5	108	"Transitional"
"3"	26	1166	630	124	"Transitional"
"4"	27	1177.5	615	137	"Transitional"
"5"	28	1202	599.5	274	"Alive"
"6"	29	1226.5	615.5	279	"Dead"
"7"	30	1216.5	587.5	386	"Dead"
"8"	31	1215	575.5	322	"Dead"
"9"	32	1215	578	341	"Dead"
"10"	33	1202	575.5	265	"Dead"
"11"	34	1194	577	348	"Dead"
"12"	35	1189.5	575.5	154	"Dead"
"13"	36	1186	580.5	250	"Dead"
"14"	37	1187.5	577	357	"Dead"
"15"	38	1180.5	564.5	272	"Dead"
"16"	39	1180.5	560	260	"Dead"
