"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	892	1019.5	215	"Alive"
"2"	6	884	1022.5	202	"Alive"
"3"	7	891.5	1032.5	228	"Alive"
"4"	8	892	1020.5	210	"Alive"
"5"	9	906	1004.5	230	"Alive"
"6"	10	920	989.5	267	"Alive"
"7"	11	911	985	277	"Alive"
"8"	12	914.5	989.5	301	"Alive"
"9"	13	918.5	991.5	228	"Alive"
"10"	14	923.5	984.5	224	"Alive"
"11"	15	933.5	990.5	216	"Alive"
"12"	16	923.5	994.5	261	"Alive"
"13"	17	919	998.5	231	"Alive"
"14"	18	921.5	1000.5	236	"Alive"
"15"	19	915.5	998.5	101	"Alive"
"16"	20	925	991.5	156	"Alive"
"17"	21	932.5	1007.5	159	"Alive"
"18"	22	951	1029.5	141	"Alive"
"19"	23	933.5	1012.5	225	"Alive"
"20"	24	931	1003.5	185	"Transitional"
"21"	25	915.5	995	216	"Alive"
"22"	26	903	969.5	164	"Alive"
"23"	27	889	950.5	92	"Dead"
"24"	28	896.5	924.5	347	"Dead"
