"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	324.5	132	242	"Alive"
"2"	20	328.5	125	204	"Alive"
"3"	21	337	123	326	"Alive"
"4"	22	326.5	130	278	"Alive"
"5"	23	325.5	112.5	126	"Alive"
"6"	24	321.5	109	133	"Dead"
"7"	25	322	103.5	102	"Dead"
"8"	26	293.5	103.5	307	"Dead"
"9"	27	307.5	86.5	93	"Dead"
"10"	28	310.5	76	170	"Dead"
"11"	29	316.5	79.5	217	"Dead"
"12"	30	310	76.5	187	"Dead"
"13"	31	307	79	180	"Dead"
"14"	32	305	82	180	"Dead"
"15"	33	300.5	83	182	"Dead"
"16"	34	279.5	65	638	"Dead"
