"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	1131.5	613	246	"Alive"
"2"	14	1117.5	634.5	236	"Alive"
"3"	15	1122	649.5	227	"Alive"
"4"	16	1130.5	642.5	221	"Alive"
"5"	17	1135	640.5	265	"Alive"
"6"	18	1159.5	628.5	208	"Alive"
"7"	19	1184	631.5	235	"Alive"
"8"	20	1192.5	635	287	"Alive"
"9"	21	1196	642.5	245	"Transitional"
"10"	22	1194.5	632	281	"Transitional"
"11"	23	1187.5	632	564	"Alive"
"12"	24	1178	633.5	42	"Dead"
"13"	25	1196	636	230	"Dead"
"14"	26	1190.5	631.5	346	"Alive"
"15"	27	1190.5	629.5	436	"Alive"
"16"	28	1196	626	388	"Dead"
"17"	29	1198.5	637.5	250	"Dead"
"18"	30	1197.5	646.5	116	"Dead"
"19"	31	1195	636	292	"Alive"
"20"	32	1196.5	620.5	135	"Transitional"
"21"	33	1186	610	195	"Transitional"
"22"	34	1188.5	620.5	70	"Alive"
"23"	35	1214.5	615.5	101	"Dead"
"24"	36	1211.5	588.5	114	"Dead"
"25"	37	1213	567.5	231	"Alive"
"26"	38	1221.5	570.5	257	"Alive"
"27"	39	1217	563.5	165	"Alive"
