"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1261.5	914	156	"Alive"
"2"	4	1251.5	916	201	"Alive"
"3"	5	1249	922	209	"Alive"
"4"	6	1246	937	249	"Alive"
"5"	7	1256.5	929	242	"Alive"
"6"	8	1264	938.5	253	"Alive"
"7"	9	1272	932.5	246	"Alive"
"8"	10	1285.5	923.5	238	"Alive"
"9"	11	1291.5	918	259	"Alive"
"10"	12	1290	918	265	"Alive"
"11"	13	1282.5	912	240	"Alive"
"12"	14	1272	913.5	264	"Alive"
"13"	15	1250	908.5	266	"Alive"
"14"	16	1245.5	887.5	324	"Alive"
"15"	17	1236	887	330	"Alive"
"16"	18	1227	888.5	338	"Alive"
"17"	19	1204	906	216	"Alive"
"18"	20	1202	891.5	265	"Alive"
"19"	21	1212	867	251	"Alive"
"20"	22	1218	849.5	295	"Alive"
"21"	23	1221.5	828	263	"Alive"
"22"	24	1214	827	434	"Dead"
"23"	25	1225.5	824	157	"Dead"
