"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	418	741.5	213	"Alive"
"2"	20	425.5	716.5	213	"Alive"
"3"	21	434	699	468	"Dead"
"4"	22	433	710	155	"Dead"
"5"	23	439	705.5	201	"Dead"
"6"	24	437.5	696.5	147	"Dead"
"7"	25	448	686	114	"Dead"
"8"	26	449.5	675.5	126	"Dead"
"9"	27	458	669.5	143	"Dead"
"10"	28	470.5	674	111	"Dead"
"11"	29	475.5	678.5	150	"Dead"
"12"	30	475.5	666	99	"Dead"
"13"	31	500.5	675.5	170	"Alive"
"14"	32	481.5	681	213	"Alive"
"15"	33	472	682.5	199	"Alive"
"16"	34	473.5	681.5	325	"Alive"
"17"	35	474	683	262	"Alive"
"18"	36	466.5	687.5	189	"Alive"
"19"	37	490	692	299	"Dead"
"20"	38	466	703.5	342	"Transitional"
"21"	39	475	680.5	152	"Dead"
