"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1156.5	672	115	"Alive"
"2"	23	1177	659	198	"Transitional"
"3"	24	1180.5	649.5	117	"Dead"
"4"	25	1180	647.5	165	"Alive"
"5"	26	1185	655.5	173	"Alive"
"6"	27	1190	667.5	188	"Alive"
"7"	28	1191.5	677	359	"Alive"
"8"	29	1190	683.5	234	"Alive"
"9"	30	1199	676	223	"Alive"
"10"	31	1210.5	674	160	"Alive"
"11"	32	1197.5	661	348	"Alive"
"12"	33	1197	656	370	"Alive"
"13"	34	1199.5	645.5	410	"Alive"
"14"	35	1200	646	359	"Alive"
"15"	36	1205.5	643	419	"Alive"
"16"	37	1220.5	643	203	"Dead"
"17"	38	1201.5	624	84	"Dead"
