"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	9	824.5	231	152	"Alive"
"2"	10	829.5	229	215	"Alive"
"3"	11	820.5	226.5	257	"Alive"
"4"	12	825.5	235	272	"Alive"
"5"	13	829	229	294	"Alive"
"6"	14	835.5	206.5	304	"Alive"
"7"	15	828.5	192.5	286	"Alive"
"8"	16	818	191.5	280	"Alive"
"9"	17	801	193.5	101	"Alive"
"10"	18	775	185	298	"Alive"
"11"	19	777	168.5	283	"Alive"
"12"	20	782	162.5	315	"Alive"
"13"	21	788.5	173	305	"Dead"
"14"	22	795	170.5	307	"Alive"
"15"	23	796	169	328	"Alive"
"16"	24	792.5	155.5	263	"Dead"
"17"	25	794	154	248	"Alive"
"18"	26	817.5	153	199	"Dead"
"19"	27	791.5	157.5	90	"Transitional"
"20"	28	794.5	155.5	91	"Transitional"
"21"	29	794.5	153.5	87	"Transitional"
"22"	30	796.5	141.5	118	"Dead"
"23"	31	817	144.5	93	"Dead"
"24"	32	790.5	131	363	"Transitional"
"25"	33	790	144.5	178	"Alive"
"26"	34	803	160.5	216	"Alive"
"27"	35	823	139	70	"Dead"
"28"	36	824.5	140.5	52	"Dead"
