"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	897.5	468.5	204	"Alive"
"2"	19	895	468.5	533	"Alive"
"3"	20	882	447.5	446	"Alive"
"4"	21	860.5	430	523	"Alive"
"5"	22	844.5	427.5	445	"Alive"
"6"	23	825.5	414	395	"Alive"
"7"	24	817	412.5	320	"Alive"
"8"	25	827	416.5	520	"Transitional"
"9"	26	812.5	442	174	"Alive"
"10"	27	806	439.5	88	"Alive"
"11"	28	800.5	439	117	"Alive"
"12"	29	785.5	462.5	573	"Alive"
"13"	30	788	467.5	166	"Dead"
"14"	31	782.5	459	190	"Dead"
"15"	32	792	457.5	192	"Dead"
"16"	33	783	448.5	186	"Dead"
"17"	34	790	455	460	"Dead"
"18"	35	800	467	354	"Dead"
"19"	36	803	487.5	369	"Dead"
"20"	37	804	496	106	"Dead"
"21"	38	784	510.5	75	"Dead"
