"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	947	507	275	"Alive"
"2"	13	957.5	490.5	234	"Alive"
"3"	14	965.5	493	260	"Alive"
"4"	15	978	482.5	274	"Alive"
"5"	16	968.5	472	282	"Alive"
"6"	17	951	458	249	"Alive"
"7"	18	949.5	445.5	293	"Alive"
"8"	19	931	457.5	275	"Alive"
"9"	20	937	456	241	"Alive"
"10"	21	941.5	448.5	305	"Alive"
"11"	22	941	435	312	"Alive"
"12"	23	945	424.5	294	"Alive"
"13"	24	936.5	427.5	723	"Alive"
"14"	25	916	436	212	"Alive"
"15"	26	924	438.5	210	"Alive"
"16"	27	931	439.5	228	"Alive"
"17"	28	924	443.5	213	"Alive"
"18"	29	911.5	438	239	"Alive"
"19"	30	920	428	210	"Alive"
"20"	31	916.5	416.5	352	"Alive"
"21"	32	911	394.5	129	"Transitional"
"22"	33	911.5	394	108	"Transitional"
"23"	34	913.5	394.5	142	"Transitional"
"24"	35	910.5	398	329	"Alive"
"25"	36	911.5	398.5	413	"Alive"
