"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	357.5	806	196	"Alive"
"2"	6	360	820	212	"Alive"
"3"	7	348.5	826	214	"Alive"
"4"	8	338.5	819	218	"Alive"
"5"	9	342.5	792	242	"Alive"
"6"	10	336	785	223	"Alive"
"7"	11	343	780	285	"Alive"
"8"	12	357	774.5	264	"Alive"
"9"	13	360	775.5	272	"Alive"
"10"	14	360	776	283	"Alive"
"11"	15	363	773.5	276	"Alive"
"12"	16	362	779.5	292	"Alive"
"13"	17	366.5	779	292	"Alive"
"14"	18	372	775	278	"Transitional"
"15"	19	366	773.5	265	"Alive"
"16"	20	361	777.5	286	"Alive"
"17"	21	360.5	777	293	"Alive"
"18"	22	368	782	290	"Alive"
"19"	23	377	786.5	305	"Alive"
"20"	24	372.5	788	324	"Alive"
"21"	25	372	789	291	"Alive"
