"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	417.5	537.5	82	"Alive"
"2"	5	420	543.5	159	"Alive"
"3"	6	421	545.5	165	"Alive"
"4"	7	422.5	549.5	212	"Alive"
"5"	8	425.5	554	225	"Alive"
"6"	9	422	556	220	"Alive"
"7"	10	426.5	559.5	212	"Alive"
"8"	11	429	573	224	"Alive"
"9"	12	426.5	585.5	243	"Alive"
"10"	13	427.5	593	225	"Alive"
"11"	14	420.5	590	257	"Alive"
"12"	15	415.5	599	253	"Alive"
"13"	16	421	599.5	242	"Alive"
"14"	17	425	602	269	"Alive"
"15"	18	427.5	600.5	263	"Alive"
"16"	19	432.5	594	314	"Alive"
