"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	248	405	184	"Alive"
"2"	25	236.5	424.5	207	"Alive"
"3"	26	210	435	70	"Transitional"
"4"	27	211	440.5	213	"Transitional"
"5"	28	202.5	458.5	254	"Alive"
"6"	29	195.5	470.5	118	"Dead"
"7"	30	194	496.5	161	"Dead"
"8"	31	190.5	489.5	111	"Dead"
"9"	32	176.5	477	140	"Transitional"
"10"	33	181.5	473	251	"Dead"
"11"	34	188.5	474	388	"Alive"
"12"	35	189.5	497	165	"Alive"
"13"	36	206.5	495	177	"Alive"
"14"	37	207.5	487.5	153	"Alive"
"15"	38	214.5	495.5	151	"Dead"
"16"	39	211	505.5	179	"Alive"
