"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	872.5	378	219	"Alive"
"2"	26	866.5	364.5	253	"Dead"
"3"	27	852	362	303	"Dead"
"4"	28	861.5	369	157	"Transitional"
"5"	29	889	359	331	"Alive"
"6"	30	881.5	353.5	519	"Alive"
"7"	31	872	351	603	"Alive"
"8"	32	869.5	357.5	540	"Alive"
"9"	33	875.5	365.5	382	"Alive"
"10"	34	864	355.5	399	"Alive"
"11"	35	868.5	381	50	"Transitional"
"12"	36	886	388.5	201	"Alive"
"13"	37	877.5	377.5	166	"Alive"
"14"	38	865	358	200	"Alive"
"15"	39	885	365.5	193	"Dead"
