"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	434.5	367.5	205	"Alive"
"2"	26	433	350	177	"Alive"
"3"	27	428	348.5	190	"Alive"
"4"	28	415	347	219	"Alive"
"5"	29	401	365.5	222	"Alive"
"6"	30	399	394	192	"Alive"
"7"	31	386.5	370.5	170	"Dead"
"8"	32	382	368	241	"Dead"
"9"	33	379.5	362.5	227	"Dead"
"10"	34	379	358	349	"Dead"
"11"	35	387.5	344.5	208	"Alive"
"12"	36	384	346	181	"Dead"
"13"	37	382.5	356	344	"Dead"
"14"	38	403.5	355	167	"Dead"
"15"	39	405.5	349	165	"Alive"
