"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	1045.5	394.5	159	"Alive"
"2"	22	1042	393.5	159	"Dead"
"3"	23	1037	404	130	"Dead"
"4"	24	1034	382.5	247	"Dead"
"5"	25	1039.5	378	190	"Dead"
"6"	26	1039	374.5	187	"Dead"
"7"	27	1046	368.5	431	"Dead"
"8"	28	1055	354.5	368	"Dead"
"9"	29	1045	336.5	140	"Transitional"
"10"	30	1049	329.5	162	"Dead"
"11"	31	1052	316	178	"Alive"
"12"	32	1058.5	317.5	232	"Dead"
"13"	33	1054.5	318.5	274	"Dead"
"14"	34	1042	316.5	185	"Dead"
"15"	35	1042.5	310.5	231	"Dead"
"16"	36	1038	324	136	"Dead"
"17"	37	1037	324.5	69	"Dead"
"18"	38	1038.5	310	73	"Dead"
"19"	39	1044	319.5	88	"Dead"
