"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	617	82	165	"Alive"
"2"	20	643.5	77	559	"Alive"
"3"	21	650	75.5	235	"Alive"
"4"	22	662	100	171	"Dead"
"5"	23	660	97.5	432	"Dead"
"6"	24	665	98.5	309	"Dead"
"7"	25	657.5	89.5	250	"Dead"
"8"	26	653	98	222	"Dead"
"9"	27	651.5	105	191	"Dead"
"10"	28	645.5	108.5	200	"Dead"
"11"	29	646.5	111	165	"Dead"
"12"	30	646	109.5	145	"Dead"
"13"	31	660	105	226	"Dead"
"14"	32	665	84	191	"Dead"
"15"	33	662	76	200	"Dead"
"16"	34	653.5	74	253	"Dead"
"17"	35	648	76.5	189	"Alive"
