"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	1094	156	113	"Dead"
"2"	22	1089	144	250	"Alive"
"3"	23	1074.5	148	175	"Transitional"
"4"	24	1067	148.5	159	"Alive"
"5"	25	1085.5	172	219	"Alive"
"6"	26	1072.5	177	200	"Alive"
"7"	27	1077.5	183	176	"Alive"
"8"	28	1079.5	180.5	170	"Transitional"
"9"	29	1084	182	221	"Transitional"
"10"	30	1066.5	164.5	134	"Dead"
"11"	31	1070.5	176.5	172	"Dead"
"12"	32	1056	183.5	274	"Dead"
"13"	33	1065	180.5	226	"Dead"
"14"	34	1062	191.5	182	"Dead"
"15"	35	1085	209.5	201	"Alive"
"16"	36	1067	230	181	"Dead"
"17"	37	1085	233	72	"UnStained"
