"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	760	602.5	363	"Alive"
"2"	21	780.5	608	209	"Transitional"
"3"	22	783	614	168	"Transitional"
"4"	23	767.5	617.5	198	"Transitional"
"5"	24	766	617	171	"Transitional"
"6"	25	787.5	625	105	"Transitional"
"7"	26	765	616.5	99	"Transitional"
"8"	27	751.5	591.5	352	"Alive"
"9"	28	760	584	328	"Alive"
"10"	29	761	609	200	"Dead"
"11"	30	764	610.5	155	"Transitional"
"12"	31	760	610	135	"Dead"
"13"	32	762	615	126	"Dead"
"14"	33	762	618.5	136	"Dead"
"15"	34	757	611	173	"Dead"
"16"	35	766.5	621.5	38	"Dead"
"17"	36	755.5	634	331	"Dead"
"18"	37	753	613	134	"Dead"
