"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	55.5	807.5	184	"Alive"
"2"	4	54.5	801	183	"Alive"
"3"	5	53.5	803.5	187	"Alive"
"4"	6	56	804.5	170	"Alive"
"5"	7	61.5	806.5	249	"Alive"
"6"	8	54	807	269	"Alive"
"7"	9	56.5	801.5	286	"Alive"
"8"	10	59.5	796.5	298	"Alive"
"9"	11	58.5	803.5	304	"Alive"
"10"	12	66.5	808	321	"Alive"
"11"	13	71	809.5	330	"Alive"
"12"	14	72.5	816.5	335	"Alive"
"13"	15	58	832	330	"Transitional"
"14"	16	39	849.5	186	"Alive"
"15"	17	46	829	174	"Alive"
