"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	207.5	354	249	"Alive"
"2"	15	218.5	361	269	"Alive"
"3"	16	229.5	362.5	275	"Alive"
"4"	17	233	367.5	303	"Alive"
"5"	18	233.5	374.5	315	"Alive"
"6"	19	226	377	344	"Alive"
"7"	20	225	360	326	"Alive"
"8"	21	224	346.5	341	"Alive"
"9"	22	226.5	343.5	343	"Alive"
"10"	23	228	340.5	413	"Alive"
"11"	24	218	355	252	"Alive"
"12"	25	223	343.5	238	"Alive"
"13"	26	228.5	327	272	"Alive"
"14"	27	234.5	317.5	209	"Alive"
"15"	28	240.5	300.5	282	"Alive"
"16"	29	214	291	255	"Alive"
