"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	208.5	537	141	"Alive"
"2"	24	207.5	545	164	"Alive"
"3"	25	214.5	545	194	"Alive"
"4"	26	210.5	539	206	"Alive"
"5"	27	215.5	532.5	169	"Transitional"
"6"	28	217	534	134	"Alive"
"7"	29	212	535	335	"Alive"
"8"	30	205	529	112	"Transitional"
"9"	31	199	524	84	"Alive"
"10"	32	224	529.5	161	"Alive"
"11"	33	233.5	549	203	"Alive"
"12"	34	258.5	534.5	350	"Alive"
"13"	35	250	532.5	297	"Alive"
"14"	36	246	541.5	384	"Alive"
"15"	37	242.5	554.5	226	"Alive"
"16"	38	241.5	566	282	"Alive"
"17"	39	235	539	252	"Alive"
