"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	1148.5	41	143	"Alive"
"2"	3	1124.5	48	130	"Alive"
"3"	4	1123.5	59.5	126	"Alive"
"4"	5	1123	69	157	"Alive"
"5"	6	1107.5	77.5	180	"Alive"
"6"	7	1107	79	209	"Alive"
"7"	8	1091	73.5	161	"Alive"
"8"	9	1082.5	73	200	"Alive"
"9"	10	1076	80.5	211	"Alive"
"10"	11	1071	89	217	"Alive"
"11"	12	1063.5	91.5	232	"Alive"
"12"	13	1050	98	223	"Alive"
"13"	14	1049	98.5	244	"Alive"
"14"	15	1051.5	108.5	202	"Alive"
"15"	16	1052.5	115	211	"Alive"
"16"	17	1051.5	111.5	249	"Alive"
"17"	18	1061	116	251	"Alive"
"18"	19	1056	114.5	251	"Alive"
"19"	20	1050.5	113.5	250	"Alive"
"20"	21	1058	113.5	257	"Alive"
