"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	808.5	358.5	325	"Alive"
"2"	17	796	360.5	311	"Alive"
"3"	18	788	358	279	"Alive"
"4"	19	781.5	362.5	314	"Alive"
"5"	20	772	360.5	342	"Alive"
"6"	21	767	354.5	335	"Alive"
"7"	22	770.5	344.5	352	"Alive"
"8"	23	770	344	352	"Alive"
"9"	24	781	342.5	313	"Alive"
"10"	25	775.5	336	270	"Transitional"
"11"	26	788	340	316	"Transitional"
"12"	27	791	342.5	306	"Transitional"
"13"	28	810	357	283	"Transitional"
"14"	29	820	378.5	274	"Transitional"
"15"	30	837	379	286	"Dead"
"16"	31	844.5	382	139	"Dead"
"17"	32	843	385	142	"Dead"
"18"	33	822.5	374.5	133	"Transitional"
"19"	34	824	374	136	"Transitional"
"20"	35	830	370.5	153	"Transitional"
"21"	36	853.5	358	97	"Transitional"
"22"	37	864	354	273	"Alive"
"23"	38	856.5	367	73	"Alive"
"24"	39	873.5	348.5	287	"Alive"
