"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	308	726.5	206	"Alive"
"2"	24	321	729	271	"Alive"
"3"	25	323.5	723.5	242	"Alive"
"4"	26	322.5	706.5	252	"Alive"
"5"	27	326	697.5	268	"Alive"
"6"	28	322.5	674.5	273	"Alive"
"7"	29	334.5	656	241	"Dead"
"8"	30	332	658	268	"Dead"
"9"	31	336	661.5	145	"Dead"
"10"	32	313.5	651.5	121	"Dead"
"11"	33	298.5	648.5	275	"Dead"
"12"	34	286.5	656.5	32	"Dead"
"13"	35	292.5	634.5	117	"Dead"
"14"	36	288.5	631	107	"Dead"
"15"	37	290.5	641	89	"Dead"
