"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	105.5	392.5	169	"Dead"
"2"	25	94	388.5	72	"Dead"
"3"	26	120	396	149	"Dead"
"4"	27	116	397	204	"Dead"
"5"	28	113.5	398.5	116	"Dead"
"6"	29	124.5	405.5	91	"Dead"
"7"	30	121.5	424.5	163	"Dead"
"8"	31	121.5	422.5	142	"Dead"
"9"	32	117.5	414	166	"Dead"
"10"	33	123	411	156	"Dead"
"11"	34	131.5	403.5	134	"Dead"
"12"	35	147.5	407	154	"Dead"
"13"	36	151.5	413	63	"Dead"
"14"	37	139	429.5	220	"Dead"
"15"	38	109.5	434	164	"Dead"
"16"	39	93.5	432.5	108	"Dead"
