"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	140	44.5	187	"Alive"
"2"	6	131.5	59	196	"Alive"
"3"	7	119	50.5	179	"Alive"
"4"	8	122.5	47	251	"Alive"
"5"	9	129.5	42.5	249	"Alive"
"6"	10	138	35	234	"Alive"
"7"	11	154.5	30	229	"Alive"
"8"	12	175	30.5	280	"Alive"
"9"	13	179	28.5	290	"Alive"
"10"	14	183.5	28	269	"Alive"
"11"	15	174	32	324	"Alive"
"12"	16	171	29	206	"Alive"
"13"	17	175.5	34	139	"Transitional"
"14"	18	176.5	30.5	293	"Alive"
"15"	19	174	33.5	325	"Transitional"
"16"	20	161	30.5	223	"Dead"
"17"	21	159.5	29.5	154	"Dead"
"18"	22	160.5	47	113	"Dead"
"19"	23	169.5	60	95	"Dead"
"20"	24	170.5	64	100	"Dead"
"21"	25	141	68.5	144	"Alive"
"22"	26	133.5	62	157	"Alive"
"23"	27	141	87	140	"Alive"
"24"	28	146	97	251	"Alive"
"25"	29	140	110.5	476	"Alive"
"26"	30	142	123.5	187	"Alive"
"27"	31	131.5	120.5	270	"Dead"
"28"	32	141.5	100.5	130	"Dead"
"29"	33	146.5	122	247	"Alive"
"30"	34	175	125	255	"Alive"
"31"	35	177.5	139.5	122	"Dead"
"32"	36	174	142	117	"Dead"
"33"	37	179.5	126.5	210	"Alive"
"34"	38	179.5	119.5	168	"Alive"
"35"	39	191.5	118.5	337	"Alive"
