"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	9	804	239	161	"Alive"
"2"	10	793.5	249	208	"Alive"
"3"	11	789	263.5	229	"Alive"
"4"	12	784.5	262.5	160	"Alive"
"5"	13	787	241.5	190	"Alive"
"6"	14	789	232.5	265	"Alive"
"7"	15	809.5	222	225	"Alive"
"8"	16	804.5	225.5	95	"Alive"
"9"	17	803	210	207	"Alive"
"10"	18	803.5	203	240	"Alive"
"11"	19	805.5	204	247	"Alive"
"12"	20	804	211	246	"Alive"
"13"	21	795	216	258	"Dead"
"14"	22	793	223.5	273	"Dead"
"15"	23	800	214	279	"Alive"
"16"	24	814	201	179	"Dead"
"17"	25	807.5	189.5	270	"Alive"
"18"	26	812.5	187.5	410	"Alive"
"19"	27	827	181	429	"Alive"
"20"	28	831	184	256	"Alive"
"21"	29	816.5	173	396	"Alive"
"22"	30	813	164	348	"Alive"
"23"	31	820.5	159	338	"Alive"
