"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	572	145	80	"Dead"
"2"	24	562.5	137	109	"Alive"
"3"	25	567.5	171	235	"Alive"
"4"	26	551	188	142	"Dead"
"5"	27	556	183.5	180	"Alive"
"6"	28	544	211.5	290	"Alive"
"7"	29	540	202.5	235	"Dead"
"8"	30	545.5	203.5	235	"Alive"
"9"	31	537.5	214.5	178	"Dead"
"10"	32	545	234.5	169	"Dead"
"11"	33	549.5	242.5	130	"Dead"
"12"	34	552	253	237	"Dead"
"13"	35	558	262.5	147	"Dead"
"14"	36	547.5	264.5	113	"Dead"
"15"	37	555.5	274.5	95	"Dead"
"16"	38	554.5	274.5	143	"Dead"
"17"	39	564.5	251.5	55	"Dead"
