"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	495	945	172	"Alive"
"2"	7	476	941.5	174	"Alive"
"3"	8	497.5	939	235	"Alive"
"4"	9	498	943.5	197	"Alive"
"5"	10	490.5	943	237	"Alive"
"6"	11	489.5	941.5	216	"Alive"
"7"	12	491.5	949	243	"Alive"
"8"	13	489.5	954.5	253	"Alive"
"9"	14	493	965	262	"Alive"
"10"	15	492	964	272	"Alive"
"11"	16	492.5	963	281	"Alive"
"12"	17	491.5	967	282	"Alive"
"13"	18	493.5	968.5	314	"Alive"
"14"	19	492	973.5	312	"Alive"
"15"	20	489.5	996	293	"Alive"
