"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	518	120.5	170	"Alive"
"2"	3	525	121.5	171	"Alive"
"3"	4	537	146.5	173	"Alive"
"4"	5	544.5	152.5	124	"Alive"
"5"	6	570	147	191	"Alive"
"6"	7	596	152	195	"Alive"
"7"	8	588.5	167.5	198	"Alive"
"8"	9	580.5	145.5	236	"Alive"
"9"	10	589.5	155.5	127	"Alive"
"10"	11	598.5	164.5	125	"Alive"
"11"	12	601	165.5	124	"Alive"
"12"	13	581	150.5	207	"Alive"
"13"	14	589.5	160.5	228	"Alive"
"14"	15	586	167.5	244	"Alive"
"15"	16	576	170.5	263	"Alive"
"16"	17	580	182	227	"Alive"
"17"	18	592	197.5	211	"Transitional"
"18"	19	599.5	207	188	"Transitional"
"19"	20	608.5	208	215	"Transitional"
"20"	21	604	211.5	230	"Alive"
"21"	22	602.5	211	210	"Alive"
"22"	23	590.5	192	315	"Dead"
"23"	24	601.5	199	409	"Transitional"
"24"	25	607.5	203	474	"Dead"
