"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	986	255.5	114	"Alive"
"2"	17	990.5	244.5	348	"Alive"
"3"	18	986.5	240.5	280	"Dead"
"4"	19	988.5	231	184	"Dead"
"5"	20	981.5	220.5	171	"Dead"
"6"	21	1010.5	218	254	"Dead"
"7"	22	994	214	194	"Dead"
"8"	23	1008	221	218	"Alive"
"9"	24	997	206.5	242	"Alive"
"10"	25	984.5	196.5	209	"Dead"
"11"	26	976	188.5	235	"Alive"
"12"	27	972.5	193	206	"Alive"
"13"	28	988	193	227	"Alive"
"14"	29	994	199.5	233	"Alive"
"15"	30	996.5	204.5	239	"Alive"
"16"	31	987.5	190	181	"Transitional"
