"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1424.5	231.5	172	"Alive"
"2"	20	1413.5	245	284	"Alive"
"3"	21	1402	260.5	324	"Alive"
"4"	22	1392	267.5	262	"Alive"
"5"	23	1385	279.5	282	"Alive"
"6"	24	1378	288	343	"Alive"
"7"	25	1382.5	286	349	"Alive"
"8"	26	1397.5	297.5	304	"Alive"
"9"	27	1406	301	420	"Transitional"
"10"	28	1413	303	396	"Transitional"
"11"	29	1420.5	307	422	"UnStained"
"12"	30	1427	326.5	174	"Alive"
"13"	31	1421	337	228	"Alive"
"14"	32	1416	345.5	237	"Alive"
"15"	33	1402.5	353.5	246	"Alive"
