"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	452.5	907	165	"Alive"
"2"	26	468.5	898.5	149	"Dead"
"3"	27	472.5	894	196	"Alive"
"4"	28	481	886	216	"Alive"
"5"	29	481	882.5	134	"Transitional"
"6"	30	481	880.5	165	"Transitional"
"7"	31	488.5	885	210	"Transitional"
"8"	32	489	889	210	"Alive"
"9"	33	494	883	296	"Dead"
"10"	34	472.5	871.5	179	"Alive"
"11"	35	484.5	868.5	231	"Alive"
"12"	36	494	876.5	161	"Alive"
"13"	37	496	860.5	247	"Alive"
"14"	38	495	855	282	"Alive"
"15"	39	498.5	855.5	294	"Alive"
