"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	866.5	782	120	"Alive"
"2"	20	862	777.5	263	"Alive"
"3"	21	848	782.5	301	"Alive"
"4"	22	843.5	775.5	277	"Alive"
"5"	23	833.5	770	234	"Transitional"
"6"	24	822.5	759	254	"Transitional"
"7"	25	812	764	178	"Dead"
"8"	26	816	752	208	"Alive"
"9"	27	805	756.5	37	"Dead"
"10"	28	812.5	761.5	189	"Dead"
"11"	29	803.5	781	98	"Dead"
"12"	30	801.5	776.5	162	"Dead"
"13"	31	811	778	44	"Dead"
"14"	32	803.5	796.5	90	"Alive"
"15"	33	778	792	402	"Transitional"
"16"	34	781	769.5	347	"Alive"
