"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	1013.5	303.5	191	"Alive"
"2"	21	1019.5	317.5	194	"Alive"
"3"	22	1032	330	253	"Alive"
"4"	23	1010.5	329.5	137	"Alive"
"5"	24	1008.5	322.5	222	"Alive"
"6"	25	1010.5	319.5	184	"Alive"
"7"	26	1028	322.5	181	"Alive"
"8"	27	1028.5	325.5	223	"Alive"
"9"	28	1030.5	342.5	165	"Transitional"
"10"	29	1014	362	138	"Transitional"
"11"	30	994.5	350.5	137	"Dead"
"12"	31	996	349	21	"Dead"
"13"	32	1011	367	226	"Dead"
"14"	33	1015.5	369.5	179	"Dead"
"15"	34	1017.5	371	122	"Dead"
