"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	518.5	397.5	116	"Alive"
"2"	16	533	402	55	"Dead"
"3"	17	539	409.5	120	"Dead"
"4"	18	546.5	413	164	"Dead"
"5"	19	546.5	415	113	"Dead"
"6"	20	537	411.5	287	"Dead"
"7"	21	530.5	402.5	259	"Dead"
"8"	22	526	390.5	188	"Dead"
"9"	23	509	385.5	209	"Alive"
"10"	24	509.5	393.5	291	"Alive"
"11"	25	520	386.5	413	"Transitional"
"12"	26	507	378.5	185	"Alive"
"13"	27	499.5	378.5	444	"Dead"
"14"	28	497	378.5	192	"Dead"
"15"	29	481	371.5	124	"Alive"
"16"	30	470	387	221	"Alive"
"17"	31	466	387.5	64	"Alive"
"18"	32	485	401	347	"Alive"
"19"	33	500	406	253	"Alive"
"20"	34	506	388.5	311	"Alive"
