"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	663.5	181.5	147	"Alive"
"2"	3	666	184	202	"Alive"
"3"	4	669	183	209	"Alive"
"4"	5	671.5	190.5	195	"Alive"
"5"	6	685	187	229	"Alive"
"6"	7	695.5	176.5	233	"Alive"
"7"	8	685.5	163	214	"Alive"
"8"	9	682	144.5	213	"Alive"
"9"	10	676	128.5	214	"Alive"
"10"	11	668	107.5	258	"Alive"
"11"	12	670.5	82.5	270	"Alive"
"12"	13	669	66.5	261	"Alive"
"13"	14	680.5	58.5	287	"Alive"
"14"	15	705	67	309	"Alive"
"15"	16	715.5	74	275	"Alive"
"16"	17	732.5	93	292	"Alive"
"17"	18	745	104.5	294	"Alive"
"18"	19	739.5	109.5	255	"Alive"
"19"	20	723.5	110.5	264	"Alive"
"20"	21	714	105	215	"Transitional"
"21"	22	710.5	96.5	341	"Transitional"
"22"	23	696	102	203	"Transitional"
"23"	24	699	105	134	"Dead"
"24"	25	698.5	91.5	230	"Dead"
"25"	26	695.5	92.5	267	"Alive"
"26"	27	692.5	88	264	"Dead"
"27"	28	688.5	87.5	249	"Dead"
"28"	29	698.5	77.5	208	"Dead"
"29"	30	706.5	80	190	"Dead"
