"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1354.5	87	123	"Transitional"
"2"	4	1347.5	80.5	123	"Alive"
"3"	5	1344	80.5	177	"Alive"
"4"	6	1333	74.5	199	"Alive"
"5"	7	1325.5	74.5	244	"Alive"
"6"	8	1330	66.5	253	"Alive"
"7"	9	1341.5	57	246	"Alive"
"8"	10	1351.5	39	233	"Alive"
"9"	11	1355	26	236	"Alive"
"10"	12	1334	6.5	202	"Alive"
"11"	13	1354.5	14.5	239	"Alive"
"12"	14	1374.5	24	156	"Alive"
"13"	15	1375	34.5	201	"Alive"
"14"	16	1401	39.5	183	"Alive"
"15"	17	1408.5	41	210	"Alive"
"16"	18	1402.5	39.5	219	"Alive"
"17"	19	1400	25	248	"Alive"
"18"	20	1398	22.5	209	"Alive"
"19"	21	1406.5	36.5	235	"Transitional"
"20"	22	1403.5	41.5	320	"Transitional"
