"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	323	386.5	207	"Dead"
"2"	25	302.5	381.5	246	"Dead"
"3"	26	291	390.5	193	"Dead"
"4"	27	303.5	382	128	"Dead"
"5"	28	310.5	385	164	"Dead"
"6"	29	302.5	414	171	"Dead"
"7"	30	302	420.5	174	"Dead"
"8"	31	285	430	254	"Dead"
"9"	32	304	422.5	163	"Dead"
"10"	33	294.5	418	210	"Dead"
"11"	34	278	408.5	140	"Dead"
"12"	35	270	405	350	"Dead"
"13"	36	272	389.5	145	"Dead"
"14"	37	246.5	402.5	139	"Dead"
"15"	38	254.5	410.5	224	"Dead"
"16"	39	265.5	425.5	132	"Dead"
