"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	232.5	226	247	"Alive"
"2"	19	218	221.5	264	"Alive"
"3"	20	212.5	219	265	"Alive"
"4"	21	208	213	253	"Alive"
"5"	22	195.5	217	269	"Alive"
"6"	23	207.5	231	224	"Alive"
"7"	24	218	216.5	53	"Transitional"
"8"	25	231.5	214.5	203	"Transitional"
"9"	26	240	231	174	"Transitional"
"10"	27	266	234	183	"Dead"
"11"	28	277.5	244.5	155	"Dead"
"12"	29	291	226	177	"Dead"
"13"	30	296.5	235	59	"Dead"
"14"	31	273.5	237.5	131	"Dead"
"15"	32	276.5	232	493	"Dead"
"16"	33	277	226	358	"Dead"
"17"	34	273.5	222.5	385	"Transitional"
"18"	35	275	213.5	336	"Dead"
