"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	625.5	49.5	170	"Alive"
"2"	21	624.5	51.5	154	"Alive"
"3"	22	605	61.5	189	"Alive"
"4"	23	599	71	109	"Alive"
"5"	24	605.5	79	187	"Alive"
"6"	25	618	84	207	"Alive"
"7"	26	612.5	97.5	313	"Alive"
"8"	27	618.5	89.5	438	"Transitional"
"9"	28	618	74	492	"Alive"
"10"	29	608	63.5	572	"Alive"
"11"	30	610	48.5	483	"Alive"
"12"	31	609.5	61	345	"Dead"
"13"	32	601.5	58	382	"Dead"
"14"	33	624.5	46	318	"Alive"
"15"	34	631	58.5	264	"Alive"
"16"	35	626	50	314	"Dead"
"17"	36	603	60.5	51	"Transitional"
"18"	37	603.5	65	148	"Alive"
"19"	38	604	53.5	185	"Alive"
"20"	39	597.5	41	172	"Transitional"
