"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	574	570.5	205	"Dead"
"2"	4	563	569	142	"Alive"
"3"	5	571.5	564.5	174	"Alive"
"4"	6	576	591	158	"Dead"
"5"	7	577	587	233	"Dead"
"6"	8	575	582	261	"UnStained"
"7"	9	576.5	576.5	349	"Alive"
"8"	10	582	575.5	361	"Alive"
"9"	11	590	575	223	"UnStained"
"10"	12	586	580.5	208	"UnStained"
"11"	13	578	574.5	260	"Alive"
"12"	14	599	576	229	"Dead"
"13"	15	608	579.5	198	"UnStained"
"14"	16	614	593.5	366	"Dead"
"15"	17	607	592.5	258	"Dead"
"16"	18	588	601	383	"Dead"
"17"	19	573	611	388	"Dead"
"18"	20	567	617	248	"UnStained"
"19"	21	576	625.5	272	"UnStained"
"20"	22	572.5	633.5	126	"UnStained"
"21"	23	584.5	648	306	"UnStained"
