"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	572.5	151	283	"Alive"
"2"	25	569	151.5	302	"Dead"
"3"	26	536	168	317	"Alive"
"4"	27	537.5	174	357	"Alive"
"5"	28	550.5	197	149	"Dead"
"6"	29	539.5	182.5	130	"Dead"
"7"	30	530.5	186	134	"Dead"
"8"	31	540	180	265	"Alive"
"9"	32	541	184.5	237	"Alive"
"10"	33	552.5	200	226	"Dead"
"11"	34	541	228.5	137	"Dead"
"12"	35	538	203.5	214	"Alive"
"13"	36	538.5	183	240	"Alive"
"14"	37	531.5	164.5	163	"Alive"
"15"	38	519.5	163.5	241	"Alive"
"16"	39	501	167	208	"Alive"
