"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	822	1032.5	230	"Alive"
"2"	8	806.5	1040	252	"Alive"
"3"	9	800.5	1031.5	267	"Alive"
"4"	10	792	1028	304	"Transitional"
"5"	11	785	1021	289	"Transitional"
"6"	12	782	1021	333	"Transitional"
"7"	13	781.5	1018	335	"Alive"
"8"	14	773	1023	333	"Alive"
"9"	15	762	1013.5	327	"Alive"
"10"	16	759.5	1007.5	367	"Transitional"
"11"	17	763.5	998.5	349	"Transitional"
"12"	18	758	998.5	366	"Transitional"
"13"	19	760	1004	366	"Transitional"
"14"	20	765	1002	367	"Alive"
"15"	21	755	1010.5	399	"Alive"
"16"	22	742.5	1028	426	"Alive"
"17"	23	742	1037	325	"Alive"
"18"	24	747	1040	217	"Alive"
