"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1219.5	757.5	425	"Alive"
"2"	23	1223	759	357	"Alive"
"3"	24	1232	755.5	303	"Alive"
"4"	25	1243	751	478	"Alive"
"5"	26	1256	750.5	729	"Alive"
"6"	27	1263	744.5	602	"Alive"
"7"	28	1263	742.5	525	"Alive"
"8"	29	1282.5	763.5	182	"Alive"
"9"	30	1266.5	782	244	"Alive"
"10"	31	1272.5	782.5	275	"Alive"
"11"	32	1274	790.5	273	"Alive"
"12"	33	1276.5	789.5	345	"Alive"
"13"	34	1279.5	791	356	"Alive"
"14"	35	1277.5	793	340	"Alive"
"15"	36	1279	800	400	"Alive"
"16"	37	1289	803.5	365	"Alive"
"17"	38	1300.5	801	311	"Alive"
"18"	39	1302	798.5	463	"Alive"
