"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	309.5	214.5	147	"Alive"
"2"	26	297.5	229	300	"Alive"
"3"	27	321.5	241	154	"Dead"
"4"	28	325.5	241	206	"Alive"
"5"	29	327.5	243.5	471	"Alive"
"6"	30	328.5	239	237	"Alive"
"7"	31	336	237.5	340	"Alive"
"8"	32	338.5	229.5	437	"Alive"
"9"	33	342.5	219.5	193	"Dead"
"10"	34	347.5	212	155	"Transitional"
"11"	35	352	198.5	264	"Dead"
"12"	36	346.5	201.5	147	"Transitional"
"13"	37	348	197.5	194	"Transitional"
"14"	38	335.5	196.5	246	"Transitional"
"15"	39	317	195.5	208	"Dead"
