"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	1246	843.5	250	"Alive"
"2"	7	1254	842.5	276	"Alive"
"3"	8	1259.5	846.5	328	"Alive"
"4"	9	1250.5	852.5	346	"Alive"
"5"	10	1252	862	388	"Alive"
"6"	11	1272.5	872	386	"Alive"
"7"	12	1282	883.5	374	"Alive"
"8"	13	1266.5	862.5	820	"Transitional"
"9"	14	1289.5	850	70	"Alive"
"10"	15	1286	835	296	"Alive"
"11"	16	1283.5	844.5	321	"Alive"
"12"	17	1296.5	853	297	"Alive"
"13"	18	1283.5	872	271	"Alive"
"14"	19	1277.5	887.5	178	"Alive"
"15"	20	1293	892.5	238	"Transitional"
"16"	21	1308	902.5	188	"Dead"
"17"	22	1291.5	904.5	575	"Transitional"
"18"	23	1283.5	924	400	"Alive"
"19"	24	1284	933.5	501	"Alive"
