"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	86.5	603	71	"Alive"
"2"	20	84	613	124	"Transitional"
"3"	21	104	626.5	217	"Dead"
"4"	22	107.5	615.5	526	"Dead"
"5"	23	117.5	633.5	104	"Dead"
"6"	24	125.5	637.5	152	"Transitional"
"7"	25	134.5	641	140	"Dead"
"8"	26	128.5	645	548	"Dead"
"9"	27	107	661	188	"Dead"
"10"	28	101.5	649	413	"Dead"
"11"	29	97.5	672.5	252	"Dead"
"12"	30	94	672.5	146	"Transitional"
"13"	31	93	655	140	"Dead"
"14"	32	86	660	178	"Dead"
"15"	33	96	647.5	393	"Dead"
"16"	34	86.5	654.5	135	"Dead"
"17"	35	92.5	643.5	111	"Dead"
"18"	36	80.5	637.5	21	"Dead"
"19"	37	84.5	621	194	"Dead"
"20"	38	88.5	618	179	"Dead"
"21"	39	95	610.5	168	"Dead"
