"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	518	483	186	"Transitional"
"2"	8	508.5	468.5	210	"Alive"
"3"	9	525.5	465	284	"Alive"
"4"	10	536.5	452	314	"Alive"
"5"	11	548	441.5	359	"Alive"
"6"	12	553.5	437	382	"Alive"
"7"	13	555.5	423	379	"Alive"
"8"	14	552	430	319	"Alive"
"9"	15	543.5	440.5	328	"Alive"
"10"	16	536	444	368	"Alive"
"11"	17	551	461	340	"Alive"
"12"	18	556	465.5	348	"Alive"
"13"	19	551.5	468.5	360	"Alive"
"14"	20	559.5	468.5	361	"Alive"
"15"	21	550.5	452.5	223	"Transitional"
