"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	731	498	190	"Alive"
"2"	19	735	508	201	"Alive"
"3"	20	742.5	512.5	273	"Alive"
"4"	21	753	522.5	154	"Dead"
"5"	22	757.5	525	94	"Alive"
"6"	23	773.5	515	141	"Alive"
"7"	24	745.5	519.5	170	"Dead"
"8"	25	749	513	198	"Dead"
"9"	26	769.5	502.5	325	"Dead"
"10"	27	778	502.5	282	"Dead"
"11"	28	764	486.5	392	"Dead"
"12"	29	756.5	487	666	"Dead"
"13"	30	749	471.5	208	"Alive"
"14"	31	738.5	469	160	"Transitional"
"15"	32	735	466	185	"Dead"
"16"	33	745	468.5	69	"Dead"
"17"	34	757.5	484	135	"Dead"
"18"	35	759.5	480	86	"Dead"
"19"	36	759.5	488.5	260	"Dead"
"20"	37	749.5	474.5	164	"Dead"
"21"	38	752.5	479.5	216	"Dead"
"22"	39	769	462	99	"Dead"
