"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	601.5	289.5	157	"Alive"
"2"	4	588.5	274	140	"Alive"
"3"	5	590.5	260.5	187	"Alive"
"4"	6	608.5	244	195	"Alive"
"5"	7	608	248.5	250	"Alive"
"6"	8	606.5	253	250	"Alive"
"7"	9	616.5	238.5	257	"Alive"
"8"	10	628.5	240.5	243	"Alive"
"9"	11	643.5	241	236	"Alive"
"10"	12	653.5	236	291	"Alive"
"11"	13	651.5	230	271	"Alive"
"12"	14	660.5	241	124	"Alive"
"13"	15	667	241.5	111	"Alive"
"14"	16	665.5	222.5	242	"Alive"
"15"	17	655.5	227.5	267	"Alive"
"16"	18	662.5	254.5	266	"Alive"
"17"	19	676.5	235	170	"Alive"
"18"	20	660.5	226	171	"Alive"
"19"	21	657	222	156	"Alive"
"20"	22	649.5	199	244	"Alive"
"21"	23	669.5	213.5	237	"Transitional"
"22"	24	668.5	229.5	644	"Alive"
