"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	26	914.5	595	231	"Transitional"
"2"	27	914.5	589	571	"Alive"
"3"	28	908.5	564.5	177	"Transitional"
"4"	29	898	577.5	224	"Alive"
"5"	30	907	571.5	292	"Alive"
"6"	31	927	561	318	"Alive"
"7"	32	927.5	557	320	"Alive"
"8"	33	930.5	550.5	283	"Transitional"
"9"	34	929	553.5	266	"Transitional"
"10"	35	918	561	332	"Dead"
"11"	36	890.5	559.5	334	"Transitional"
"12"	37	907.5	578.5	360	"Alive"
"13"	38	929.5	588	470	"Dead"
"14"	39	915.5	574	184	"Transitional"
