"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	924.5	305.5	154	"Alive"
"2"	24	926	302.5	212	"Alive"
"3"	25	932	300	243	"Alive"
"4"	26	922.5	305.5	215	"Alive"
"5"	27	911	313	252	"Alive"
"6"	28	904	329	138	"Transitional"
"7"	29	904	335.5	172	"Alive"
"8"	30	918	320.5	146	"Transitional"
"9"	31	914.5	312	221	"Transitional"
"10"	32	912.5	309	188	"Transitional"
"11"	33	914	306.5	190	"Alive"
"12"	34	919.5	290	502	"Transitional"
"13"	35	911	278	149	"Transitional"
"14"	36	915.5	276.5	162	"Dead"
"15"	37	923.5	250.5	459	"Dead"
